t_id,vendor,buyer,prod_id,date_time,price,validated_by,status
24112603,ashlandmuseumofprintedarts,northbridgemuseumofmoderncra,100330,45622.51703,405000,,CANCELLED
24112701,greatlakesindustrialartsmuse,crossventuresart,100249,45623.43333,4033000,16498618,COMPLETED
24112702,tanglewoodfolkartarchive,vivcro_hold4,100119,45623.5735,779000,87292197,REJECTED
24112901,cassidy.ito,vanefamilyoffice,100669,45625.66,607500,16498618,CANCELLED
24113001,bishopheritagesales,ari.turner,100936,45626.56207,533000,77404927,COMPLETED
24113002,redcedarfolkartfoundation,GrantMercer,100782,45626.58916,815500,45562918,COMPLETED
24120201,rothcapital2,meridianmillercollections,100229,45628.46027,71700,35242525,REVERSED
24120301,vanefamilyoffice,pineharborrailwayhistorycent,100054,45629.45336,160500,77404927,COMPLETED
24120302,foundrybennettfineobjects,malik.johnson,100286,45629.48491,575500,,FAILED
24120303,northbridgemuseumofmoderncra,castillocollections,100303,45629.50756,98500,96187039,COMPLETED
24120304,kai.romero,aaron.olsen,100088,45629.57253,173500,90907400,COMPLETED
24120305,fairmontmaritimeheritagemuse,zane.thomas,100604,45629.58075,712000,45562918,COMPLETED
24120306,kai.zimmerman,georgia_elli,100725,45629.60944,2688000,45562918,COMPLETED
24120307,vanecapital2,EleanorRook,100365,45629.66897,1360000,87658927,COMPLETED
24120308,redcedarfolkartfoundation,malik.johnson,100360,45629.8361,176500,87658927,COMPLETED
24120401,abigail.martinez,vanefamilyoffice,100273,45630.3983,607500,,FAILED
24120402,howardfineobjects,crosscapital2,100921,45630.42374,1195000,35242525,COMPLETED
24120403,harper.ellis,quinn.campbell,100019,45630.42919,149000,45562918,COMPLETED
24120404,imani.reed,lucia.knight,100935,45630.56317,1396000,36058655,COMPLETED
24120405,northbridgemuseumofmoderncra,isaac.shah,100011,45630.61647,84500,16498618,COMPLETED
24120406,jade.campbell,ronashcroft7,100366,45630.62023,297000,87658927,COMPLETED
24120407,isaac.rivera,emilia.cho,100403,45630.66159,921000,87292197,COMPLETED
24120408,isaac.shah,elliscollections,100648,45630.67088,379500,35242525,COMPLETED
24120409,akira.bennett,crossventuresart,100370,45630.69781,177000,16660212,COMPLETED
24120410,priya.nelson,fairmontmaritimeheritagemuse,100266,45630.71191,147500,23121126,COMPLETED
24120411,akira.bennett,ashlandmuseumofprintedarts,100621,45630.81031,868000,16660212,COMPLETED
24120412,ashcroftcapital2,nadia_whitmore,100507,45630.84346,811000,72880343,COMPLETED
24120501,windermerepublicartconservan,southbankmaritimeheritagemus,100605,45631.37035,191500,45562918,COMPLETED
24120502,castillocollections,northbridgemuseumofmoderncra,100306,45631.42199,574500,45562918,COMPLETED
24120503,brookfieldhistorichousefound,howellartadvisory,100501,45631.43096,815500,75941901,COMPLETED
24120504,malik.johnson,selene78,100292,45631.44363,321000,16498618,COMPLETED
24120505,priya.nelson,juniperridgeartistslegacytru,100476,45631.48444,429000,75941901,COMPLETED
24120506,elmsteadculturalpreservation,osca_bexl6,100356,45631.51326,337000,36058655,COMPLETED
24120507,imani.reed,vivienne.cross,100930,45631.5167,737000,87292197,COMPLETED
24120508,brookfieldhistorichousefound,quinn.cho,100704,45631.52881,640000,72880343,COMPLETED
24120509,juniperridgeartistslegacytru,cassidy.ito,100476,45631.56368,452500,45562918,CANCELLED
24120510,celine.irwin,meridianmillercollections,100339,45631.67203,928500,45562918,COMPLETED
24120511,isaac.rivera,brookfieldarchitecturalherit,100462,45631.70491,447500,,PENDING
24120512,vivcross7,julia.roberts,100643,45631.72622,443500,87292197,COMPLETED
24120601,andersonartadvisory,jade.campbell,100177,45632.39895,681500,87658927,COMPLETED
24120602,zane.thomas,sabrina.shah,100827,45632.45528,88200,75941901,COMPLETED
24120603,osca_bexl6,ari.turner,100554,45632.46606,604000,16660212,COMPLETED
24120604,davisauctionpartners,rothcapital2,100014,45632.53575,147500,87292197,COMPLETED
24120605,granitehillbotanicalheritage,chloe.shah,100634,45632.65153,529500,16498618,COMPLETED
24120606,ramirezauctionpartners,daniel.campbell,100909,45632.69316,567500,87658927,COMPLETED
24120607,juniperridgeartistslegacytru,ashcroftcollection,100258,45632.69721,135500,75941901,COMPLETED
24120608,orchardhousecommunityartsfou,ashcroftcollection,100437,45632.70856,506000,87292197,COMPLETED
24120609,renee.kim,malik.johnson,100363,45632.73001,478500,23121126,COMPLETED
24120701,quinn.campbell,rothartadvisory,100569,45633.36263,1590000,23121126,COMPLETED
24120702,ashlandmuseumofprintedarts,delilah.kim,100355,45633.43117,492000,72880343,COMPLETED
24120703,parkhurstceramicsmuseum,cassidy.ito,100844,45633.55806,394500,16498618,COMPLETED
24120704,aaron.olsen,malwex_hold3,100161,45633.57618,352000,35242525,COMPLETED
24120705,GrantMercer,DominicHale,100782,45633.72848,802500,90907400,COMPLETED
24120801,copperlinemuseumofphotograph,vanecapital2,100441,45634.46411,433000,16660212,COMPLETED
24120802,croth_alt,ruby.reed,100732,45634.51912,1494000,16498618,CANCELLED
24120803,nwhitmore_family2,iris.knight,100317,45634.63579,1161000,75941901,COMPLETED
24120804,valecapital2,croth_alt,100449,45634.69275,365000,23121126,COMPLETED
24120901,avane_alt,mwexler_alt,100676,45635.37735,337000,12742361,COMPLETED
24120902,crossventuresart,rosemontdesignheritagecenter,100313,45635.38722,591500,23121126,COMPLETED
24120903,chloe.shah,AuggieVane,100131,45635.40479,661000,45562918,COMPLETED
24120904,pineharborrailwayhistorycent,oakhollowmuseumofappliedarts,100032,45635.42961,159000,87658927,COMPLETED
24120905,rothcapital2,ftran_westhave,100229,45635.44726,77200,96187039,COMPLETED
24120906,vivienne.cross,chloe.shah,100620,45635.50204,2892000,72880343,COMPLETED
24120907,howellartadvisory,emilia.cho,100170,45635.53061,360500,96187039,REJECTED
24120908,crosscapital2,sofia.hayes,100090,45635.59911,328000,75941901,COMPLETED
24120909,vivcro_hold4,wexlercollection,100745,45635.60666,473500,16660212,COMPLETED
24120910,copperlinemuseumofphotograph,valeheritagefund,100842,45635.60988,583000,35242525,COMPLETED
24120911,tanglewoodfolkartarchive,EleanorRook,100372,45635.62688,211000,23121126,COMPLETED
24120912,nadia_whitmore,OscarBexley,100715,45635.6658,1301000,45562918,COMPLETED
24120913,redcedarfolkartfoundation,santiago.jordan,100277,45635.70116,147000,,PENDING
24121001,malik.johnson,ravenwoodcraftpreservationso,100257,45636.39152,205500,12742361,COMPLETED
24121002,redcedarfolkartfoundation,abigail.morgan,100556,45636.40498,1261000,77404927,COMPLETED
24121003,santiago.jordan,franklincollections,100097,45636.49686,205000,35242525,COMPLETED
24121004,CelesteRoth,walkercollections,100941,45636.51086,1298000,75941901,COMPLETED
24121005,hearthstonefolkartarchive,malwex_hold3,100461,45636.54713,559000,90907400,COMPLETED
24121006,northbridgemuseumofmoderncra,gmercer_family1,100021,45636.55834,208500,45562918,COMPLETED
24121007,avane_alt,castillocollections,100761,45636.61422,2791000,16660212,COMPLETED
24121008,northbridgemuseumofmoderncra,celine.irwin,100310,45636.62376,598000,87292197,COMPLETED
24121009,ironwoodcraftpreservatio_org,elliscollections,100749,45636.64019,1613000,,PENDING
24121010,southbanktextilearchive,vivcross7,100207,45636.68983,1106000,77404927,COMPLETED
24121011,santiago.jordan,franklincollections,100361,45636.76965,458000,87292197,COMPLETED
24121101,PriyaSethi,celrot_hold2,100625,45637.36407,706000,87292197,COMPLETED
24121102,harborlightpublicartconserva,celine.irwin,100346,45637.38137,1101000,90907400,REJECTED
24121103,xavier.jacobs,nathan58,100064,45637.45204,857500,90907400,COMPLETED
24121104,windermerepublicartconservan,walkercollections,100777,45637.45346,396000,87658927,COMPLETED
24121105,imani.reed,meridianmillercollections,100491,45637.52777,281500,72880343,COMPLETED
24121106,windermeredesignheritage_org,harborlightmuseumofprintedar,100270,45637.57619,769000,75941901,COMPLETED
24121107,daniel.campbell,vanefamilyoffice,100159,45637.59758,189000,87292197,COMPLETED
24121108,lana.vasquez,wexlercollection,100248,45637.62917,8194000,75941901,COMPLETED
24121109,priya.lane,aaron.olsen,100532,45637.63241,1436000,75941901,COMPLETED
24121110,cassidy.ito,meridianmillercollections,100285,45637.6664,223500,96187039,COMPLETED
24121111,lucia.knight,cassidy.ito,100504,45637.67913,437000,12742361,COMPLETED
24121112,windermeredesignheritage_org,aaron.olsen,100345,45637.68584,357500,36058655,COMPLETED
24121113,malik.johnson,croth_alt,100279,45637.6998,188000,16660212,COMPLETED
24121114,rothartadvisory,walkercollections,100870,45637.70104,315000,35242525,COMPLETED
24121115,windermeremuseumofmoderncraf,aaron.olsen,100712,45637.7224,4549000,96187039,COMPLETED
24121116,heritagerowmaterialculturein,ftran_westhave,100271,45637.72517,1113000,87658927,COMPLETED
24121117,sabrina.edwards,theo_kinc2,100263,45637.82457,223500,87658927,REVERSED
24121118,beatrice.kim,redcedarfolkartfoundation,100716,45637.8435,1002000,23121126,COMPLETED
24121119,windermeredesignheritage_org,nadia_whitmore,100613,45637.86102,617500,,PENDING
24121201,priya.lane,windermeremuseumofmoderncraf,100012,45638.44816,118000,77404927,COMPLETED
24121202,ashlanddecorativeartsarchive,ronashcroft7,100086,45638.53802,589500,35242525,COMPLETED
24121203,OscarBexley,oakhollowmuseumofappliedarts,100596,45638.55134,1907000,77404927,COMPLETED
24121204,akira.bennett,ftran_westhave,100409,45638.62951,579500,96187039,COMPLETED
24121205,jade.campbell,howardfineobjects,100264,45638.66289,374500,12742361,COMPLETED
24121206,leo.lane,crosscapital2,100601,45638.68138,942500,,CANCELLED
24121207,rosemontmuseumofmoderncraftd,tanglewoodfolkartarchive,100358,45638.68313,82300,87292197,COMPLETED
24121208,windermerepublicartconservan,EleanorRook,100163,45638.70821,631500,72880343,COMPLETED
24121209,ronashcroft7,nathan58,100166,45638.86781,438500,96187039,COMPLETED
24121301,crosscapital2,santiago.jordan,100717,45639.41412,338500,96187039,COMPLETED
24121302,valecapital2,howardfineobjects,100762,45639.41709,1112000,16498618,REVERSED
24121303,davisauctionpartners,nadi_whit5,100278,45639.44185,285000,16660212,COMPLETED
24121304,amir.miller,ftran_westhave,100226,45639.45447,419500,90907400,COMPLETED
24121305,valecapital2,CelesteRoth,100803,45639.47917,691000,12742361,COMPLETED
24121306,rothartadvisory,vanefamilyoffice,100789,45639.53934,5153000,23121126,REJECTED
24121307,aaron.olsen,aiden.patel,100155,45639.55794,1297000,45562918,COMPLETED
24121308,vanecapital2,eastgateindustrialartsmuseum,100760,45639.67193,278500,96187039,COMPLETED
24121309,lana.vasquez,bobby,100146,45639.67304,237000,87658927,COMPLETED
24121310,hearthstonefolkartarchive,lucia.knight,100172,45639.69103,610500,75941901,COMPLETED
24121311,tanglewoodfolkartarchive,gran_merc4,100119,45639.71744,716500,16660212,COMPLETED
24121312,ramirezauctionpartners,castillocollections,100915,45639.72485,288500,35242525,COMPLETED
24121313,northbridgemuseumofmoderncra,isaac.shah,100196,45639.74172,677500,12742361,COMPLETED
24121314,eva.howell,celine.irwin,100889,45639.75529,570000,16498618,COMPLETED
24121401,rosemontdesignheritagecenter,elmsteadculturalpreservation,100380,45640.80259,424000,36058655,COMPLETED
24121501,theo.foster,ashcroftcollection,100589,45641.62539,310500,96187039,COMPLETED
24121502,juniperridgeartistslegacytru,sabrina.shah,100474,45641.71373,968500,75941901,COMPLETED
24121503,OscarBexley,howellartadvisory,100402,45641.84571,440000,45562918,COMPLETED
24121601,TheoKincaid,abigail.bennett,100737,45642.39793,4861000,72880343,COMPLETED
24121602,ashlandmuseumofprintedarts,rosemontmuseumofmoderncraftd,100364,45642.47091,220500,87658927,COMPLETED
24121603,elmsteadculturalpreservation,windermerepublicartconservan,100638,45642.47145,200500,87658927,COMPLETED
24121604,eva.howell,ruby.reed,100439,45642.47841,855000,72880343,COMPLETED
24121605,celine.irwin,lana.vasquez,100275,45642.52025,1271000,35242525,COMPLETED
24121606,tanglewoodculturalmemoryproj,julia.roberts,100128,45642.53686,549500,75941901,FAILED
24121607,juniperridgeartistslegacytru,howardfineobjects,100016,45642.55866,70200,87658927,COMPLETED
24121608,nadia_whitmore,valecapital2,100755,45642.57985,1137000,23121126,COMPLETED
24121701,delilah.kim,sabrina.shah,100912,45643.34281,294000,16498618,COMPLETED
24121702,cassidy.ito,redcedarfolkartfoundation,100367,45643.39002,154000,87658927,COMPLETED
24121703,copperlinemuseumofphotograph,GrantMercer,100918,45643.41667,1564000,16498618,COMPLETED
24121704,martinheritagesales,howellartadvisory,100815,45643.47663,352000,72880343,COMPLETED
24121705,ashcroftcapital2,wexlercapital2,100206,45643.5281,296000,72880343,COMPLETED
24121706,southbankmaritimeheritagemus,vanecapital2,100734,45643.58462,3429000,16498618,COMPLETED
24121707,vivian.reyes_finance,windermerepublicartconservan,100890,45643.62605,252000,75941901,FAILED
24121708,highlandartistslegacytru_org,TheoKincaid,100465,45643.66256,277000,,PENDING
24121709,harper.ellis,liucollections,100924,45643.67656,689000,16498618,COMPLETED
24121710,vanefamilyoffice,crosscapital2,100419,45643.67904,276500,45562918,COMPLETED
24121711,stonefieldmaterialcultureins,abigail.bennett,100572,45643.68249,270500,35242525,COMPLETED
24121712,eastgateindustrialartsmuseum,wexlercollection,100632,45643.68947,207000,96187039,COMPLETED
24121713,jonah.irwin,eastgateindustrialartsmuseum,100039,45643.74595,222000,16660212,COMPLETED
24121714,oakhollowdesignheritagecente,meridianmillercollections,100788,45643.76703,337500,16660212,COMPLETED
24121715,juniperridgepublicartconserv,windermerepublicartconservan,100466,45643.84191,1328000,77404927,COMPLETED
24121801,imani.reed,granitehillmuseumoflocalindu,100446,45644.34847,348000,87658927,COMPLETED
24121802,granitehillbotanicalheritage,liam.martin,100926,45644.37016,324500,23121126,COMPLETED
24121803,nadia_whitmore,celine.irwin,100880,45644.38751,956500,45562918,COMPLETED
24121804,zane.thomas,northbridgemuseumofmoderncra,100751,45644.42462,2509000,16660212,COMPLETED
24121805,reina.sullivan,valeheritagefund,100425,45644.42624,941500,90907400,COMPLETED
24121806,amir.miller,osca_bexl6,100567,45644.45829,413000,23121126,COMPLETED
24121807,celine.irwin,wexlercollection,100066,45644.47524,62700,12742361,COMPLETED
24121808,tanglewoodculturalmemoryproj,abigail.morgan,100128,45644.49774,642500,45562918,COMPLETED
24121809,xavier.jacobs,sabrina.shah,100120,45644.54176,997500,36058655,COMPLETED
24121810,tanglewoodculturalmemoryproj,delilah.kim,100696,45644.56624,921000,12742361,COMPLETED
24121811,delilah.kim,nathan58,100209,45644.57001,980000,23121126,COMPLETED
24121812,isaac.shah,ashcroftcollection,100250,45644.57708,10098000,72880343,COMPLETED
24121813,tanglewoodfolkartarchive,ashcroftcollection,100807,45644.59396,314500,72880343,COMPLETED
24121814,camila.park,HelenaVale,100774,45644.63772,1098000,16498618,COMPLETED
24121815,meridianmillercollections,andersonartadvisory,100874,45644.67782,332500,12742361,COMPLETED
24121816,sabrina.edwards,abigail.bennett,100424,45644.68947,636500,,PENDING
24121817,jonah.irwin,andersonartadvisory,100937,45644.70767,731500,35242525,COMPLETED
24121818,isaac.rivera,foundryzimmermanfineobjects,100587,45644.71145,4740000,87658927,COMPLETED
24121819,ravenwoodcraftpreservationso,ari.turner,100499,45644.80464,424500,77404927,COMPLETED
24121901,fairmontdesignheritagecenter,howellartadvisory,100947,45645.43515,265000,16660212,COMPLETED
24121902,quinn.campbell,imani.reed,100637,45645.4486,492000,36058655,COMPLETED
24121903,eastgatefolkartarchive,rosemontmuseumofmoderncraftd,100067,45645.46532,336000,16660212,COMPLETED
24121904,xavier.jacobs,andersonartadvisory,100036,45645.47829,809500,90907400,COMPLETED
24121905,akira.bennett,santiago.jordan,100622,45645.48933,667000,23121126,REVERSED
24121906,ashcroftcollection,TheoKincaid,100258,45645.64054,138000,87292197,COMPLETED
24121907,ronanA,valeheritagefund,100580,45645.64486,885500,35242525,COMPLETED
24121908,jonah.irwin,wexlercollection,100653,45645.67265,73700,96187039,COMPLETED
24121909,eastgateindustrialartsmuseum,TheoKincaid,100629,45645.69543,2209000,23121126,COMPLETED
24121910,mina.singh,vanefamilyoffice,100482,45645.70944,322000,96187039,COMPLETED
24121911,celrot_hold2,abigail.morgan,100240,45645.71449,229000,96187039,COMPLETED
24122001,vivienne.cross,EleanorRook,100896,45646.38148,226500,16660212,COMPLETED
24122002,harborlightmuseumofprintedar,ronanA,100063,45646.38653,728500,35242525,COMPLETED
24122003,jade.campbell,imani.thomas,100607,45646.40365,835000,87658927,COMPLETED
24122004,brookfieldarchitecturalherit,sofia.hayes,100793,45646.43649,273500,75941901,COMPLETED
24122005,yasmin.roberts,northbridgemuseumofmoderncra,100786,45646.48582,543000,77404927,COMPLETED
24122006,elmsteadculturalmemoryprojec,ronashcroft7,100349,45646.50469,119000,23121126,COMPLETED
24122007,orchardhousecommunityartsfou,lana.vasquez,100256,45646.52922,120500,35242525,COMPLETED
24122008,MWexler,stoneheritagesales,100808,45646.5314,246500,87292197,COMPLETED
24122009,jade.campbell,oakhollowmuseumofappliedarts,100301,45646.53965,1192000,16498618,COMPLETED
24122010,yara.flores,fairmontmaritimeheritagemuse,100187,45646.56784,603000,75941901,COMPLETED
24122011,MWexler,julia.roberts,100199,45646.58535,266000,96187039,COMPLETED
24122012,fairmontmaritimeheritagemuse,crosscapital2,100266,45646.65699,149000,35242525,COMPLETED
24122013,willowmererailwayhistorycent,rothartadvisory,100566,45646.68639,394500,90907400,REJECTED
24122014,malik.johnson,foundrybennettfineobjects,100363,45646.70003,480500,72880343,COMPLETED
24122015,blair.kaur,selene78,100145,45646.70641,320500,75941901,REVERSED
24122016,reina.rivera,cassidy.ito,100557,45646.72111,563000,75941901,COMPLETED
24122017,sofia.hayes,theo_kinc2,100087,45646.80642,281500,23121126,COMPLETED
24122101,rothcapital2,henry.ellis,100750,45647.38361,140500,96187039,COMPLETED
24122102,valecapital2,heritagerowmaterialculturein,100276,45647.49069,1024000,75941901,COMPLETED
24122103,elliscollections,wexlercapital2,100894,45647.57775,1075000,12742361,COMPLETED
24122104,selene78,theo_kinc2,100292,45647.65978,308500,87658927,COMPLETED
24122201,GrantMercer,helvale7,100806,45648.50735,896000,77404927,COMPLETED
24122202,quarrylanecraftpreservations,imani.reed,100814,45648.62899,236000,75941901,COMPLETED
24122203,ashlandmuseumofprintedarts,abigail.morgan,100475,45648.7469,669000,23121126,COMPLETED
24122301,silvermarsharchitecturalheri,abigail.bennett,100287,45649.3802,409500,,CANCELLED
24122302,howellartadvisory,foundrybennettfineobjects,100947,45649.39593,265500,77404927,REJECTED
24122303,abigail.bennett,meridianmillercollections,100572,45649.39701,274500,87292197,REJECTED
24122304,leo.lane,valeheritagefund,100179,45649.69656,1279000,,CANCELLED
24122401,elliscollections,malwexler7,100865,45650.7161,679000,,CANCELLED
24122501,walkercollections,ronashcroft7,100383,45651.38236,311500,75941901,REJECTED
24122502,daniel.campbell,ari.turner,100909,45651.49736,570000,72880343,COMPLETED
24122503,ashlandestatecollection,malwex_hold3,100431,45651.55278,144000,,CANCELLED
24122504,osca_bexl6,georgia_elli,100356,45651.66294,336500,87292197,COMPLETED
24122505,mwexler_alt,georgia_elli,100718,45651.69318,323500,,CANCELLED
24122601,crosscapital2,vanecapital2,100921,45652.46549,1285000,16498618,COMPLETED
24122602,walkercollections,nathan58,100941,45652.56343,1308000,23121126,COMPLETED
24122603,OscarBexley,valecapital2,100942,45652.56693,781000,77404927,REJECTED
24122701,bellwethermaterialcultureins,fairmontmaritimeheritagemuse,100630,45653.44684,585500,,PENDING
24122702,longfellowestatecollection,selene78,100429,45653.54784,355500,,FAILED
24122703,farah.vasquez,bishopheritagesales,100748,45653.72775,475500,87292197,COMPLETED
24123001,cedarpointculturalmemoryproj,helvale7,100555,45656.37421,1059000,,PENDING
24123002,windermeredesignheritagecent,malwex_hold3,100384,45656.51024,1341000,87658927,FAILED
24123003,priya.nelson,castillocollections,100444,45656.53708,507500,,FAILED
24123101,bishopheritagesales,foundryzimmermanfineobjects,100784,45657.38345,2801000,16498618,COMPLETED
24123102,GrantMercer,rothartadvisory,100917,45657.44069,1048000,16498618,COMPLETED
24123103,wexlercollection,anthony.garcia,100795,45657.44559,581000,45562918,COMPLETED
24123104,castillocollections,cassidy.ito,100714,45657.51815,1634000,,CANCELLED
24123105,choiartadvisory,windermerepublicartconservan,100932,45657.58549,1041000,23121126,COMPLETED
24123106,northbridgemuseumofmoderncra,beatrice.kim,100013,45657.59939,166000,12742361,FAILED
24123107,leo.lane,vivcro_hold4,100810,45657.61428,1481000,,CANCELLED
24123108,emilia.cho,liucollections,100211,45657.67834,821000,,CANCELLED
25010201,lana.mendez,vanecapital2,100583,45659.70376,815500,,PENDING
25010301,rosemontdesignheritagecenter,blair.kaur,100949,45660.44486,354000,96187039,COMPLETED
25010302,southbankmaritimeheritagemus,howardfineobjects,100605,45660.47786,195500,35242525,COMPLETED
25010303,delilah.kim,wexlercapital2,100885,45660.50091,312500,72880343,COMPLETED
25010304,harper.flores,lucia.knight,100724,45660.52726,1394000,96187039,COMPLETED
25010305,brookfieldarchitecturalherit,ruby.reed,100421,45660.54177,960000,36058655,COMPLETED
25010306,santiago.alvarez,howellartadvisory,100771,45660.62832,358500,23121126,COMPLETED
25010307,andersonartadvisory,selene78,100874,45660.64528,340500,75941901,COMPLETED
25010308,valeheritagefund,rosemontdesignheritagecenter,100580,45660.64891,986000,,PENDING
25010309,fairmontdesignheritagecenter,stoneartadvisory,100563,45660.65059,908000,45562918,COMPLETED
25010310,emilia.cho,quarrylanecraftpreservations,100211,45660.66841,698000,72880343,REVERSED
25010311,priya.nelson,stoneartadvisory,100444,45660.68314,502000,45562918,COMPLETED
25010312,vanecapital2,castillocollections,100552,45660.70017,81700,96187039,FAILED
25010313,CelesteRoth,andersonartadvisory,100783,45660.70929,289500,16498618,COMPLETED
25010314,celine.irwin,farah.vasquez,100293,45660.74934,1901000,96187039,COMPLETED
25010315,theo.kim,imani.reed,100594,45660.80604,792500,90907400,COMPLETED
25010316,quinn.cho,fairmontmaritimeheritagemuse,100704,45660.81116,644500,16498618,COMPLETED
25010401,vcross_alt,fairmontmaritimeheritagemuse,100851,45661.39663,599000,36058655,COMPLETED
25010402,wexlercollection,celine.irwin,100269,45661.39691,265000,23121126,REJECTED
25010403,orchardhousecommunityartsfou,eastgateindustrialartsmuseum,100041,45661.41303,240500,12742361,COMPLETED
25010404,theo_kinc2,daniel.hall,100087,45661.42763,280500,,CANCELLED
25010405,imani.reed,davisauctionpartners,100506,45661.42929,766500,96187039,COMPLETED
25010406,MWexler,dhale_family5,100919,45661.45964,1006000,12742361,COMPLETED
25010407,lana.vasquez,bishopheritagesales,100523,45661.57075,300500,35242525,COMPLETED
25010408,hearthstonefolkartarchiv_org,AuggieVane,100668,45661.62564,45900,,PENDING
25010409,vanecapital2,vanefamilyoffice,100045,45661.64471,127000,72880343,COMPLETED
25010410,eastgateindustrialartsmuseum,felix.romero,100039,45661.69238,228500,12742361,COMPLETED
25010411,windermeredesignheritage_org,wexlercollection,100613,45661.71719,662000,87658927,COMPLETED
25010412,CelesteRoth,harborlightpublicartconserva,100812,45661.74618,390500,36058655,COMPLETED
25010501,aaron.olsen,bobby,100176,45662.6411,229500,35242525,COMPLETED
25010502,eastgatefolkartarchive,meridianmillercollections,100451,45662.72215,390000,96187039,COMPLETED
25010503,redcedarfolkartfoundation,chloe.shah,100448,45662.72348,1916000,87658927,COMPLETED
25010504,ftran_westhave,vanecapital2,100280,45662.73964,463000,23121126,COMPLETED
25010601,delilah.kim,imani.thomas,100355,45663.36097,493500,90907400,COMPLETED
25010602,crosscapital2,camila.park,100419,45663.36894,271000,77404927,COMPLETED
25010603,reyesfineobjects,juniperridgeartistslegacytru,100713,45663.38801,2767000,87292197,COMPLETED
25010604,ronash_hold5,franklincollections,100484,45663.4047,659500,35242525,FAILED
25010605,vanefamilyoffice,quinn.cho,101002,45663.4049,514000,87658927,COMPLETED
25010606,ari.turner,andersonartadvisory,100773,45663.40569,631000,36058655,COMPLETED
25010607,franklincollections,EleanorRook,100361,45663.44843,457500,35242525,CANCELLED
25010608,lana.vasquez,TheoKincaid,100357,45663.45506,496000,96187039,COMPLETED
25010609,juniperridgeartistslegacytru,vanefamilyoffice,100476,45663.48161,442500,12742361,COMPLETED
25010610,granitehillbotanicalheritage,theo_kinc2,100659,45663.48644,145500,23121126,COMPLETED
25010611,imani.reed,pineharborrailwayhistorycent,100338,45663.49733,421500,77404927,COMPLETED
25010612,emilia.cho,davisauctionpartners,100650,45663.52603,790500,87292197,COMPLETED
25010613,northbridgemuseumofmoderncra,eastgateindustrialartsmuseum,100751,45663.56843,2441000,75941901,COMPLETED
25010614,selene78,windermerepublicartconservan,100378,45663.59507,702000,96187039,COMPLETED
25010615,windermerepublicartconservan,liucollections,100638,45663.62992,184500,23121126,COMPLETED
25010616,liam.martin,ari.turner,100926,45663.64979,307500,12742361,COMPLETED
25010617,obexley_family3,ashcroftcollection,100221,45663.76127,655500,96187039,COMPLETED
25010701,celine.irwin,lana.vasquez,100329,45664.36969,805500,96187039,COMPLETED
25010702,ronashcroft7,santiago.jordan,100086,45664.37874,567000,87292197,REJECTED
25010703,elena.desai,dhale_family5,100781,45664.52542,674500,35242525,COMPLETED
25010704,meridianmillercollections,rothcapital2,100491,45664.58006,280500,77404927,COMPLETED
25010705,ashcroftcollection,chloe.wilson,100437,45664.58729,511000,35242525,COMPLETED
25010706,ashlandmuseumofprintedarts,valeheritagefund,100025,45664.61321,333500,16660212,COMPLETED
25010707,reina.rivera,vivienne.cross,100904,45664.7913,488000,90907400,COMPLETED
25010801,bellwethermaterialcultureins,ruby.reed,100046,45665.38144,261000,,CANCELLED
25010802,eva.howell,wexlercapital2,100127,45665.3853,122500,,FAILED
25010803,elmsteadhistoricalsociety,cassidy.ito,100456,45665.4166,407500,87658927,COMPLETED
25010804,greatlakesindustrialartsmuse,aaron.olsen,100401,45665.42253,1099000,90907400,COMPLETED
25010805,elmsteadhistoricalsociety,farah.vasquez,100633,45665.51637,409500,72880343,COMPLETED
25010806,juniperridgeartistslegacytru,psethi_family6,100700,45665.52193,990500,87292197,COMPLETED
25010807,isaac.shah,crownyoungfineobjects,100353,45665.53193,1081000,23121126,COMPLETED
25010808,croth_alt,stonefieldmaterialcultureins,100979,45665.54501,550000,96187039,COMPLETED
25010809,aaron.olsen,naomi.reyes,100532,45665.56906,1352000,90907400,COMPLETED
25010810,theo_kinc2,davisauctionpartners,100747,45665.63178,758000,77404927,COMPLETED
25010811,jonah.irwin,malwexler7,100340,45665.63747,511000,36058655,COMPLETED
25010812,xavier.jacobs,malik.johnson,100901,45665.70987,536000,35242525,COMPLETED
25010813,fairmontmaritimeheritagemuse,wexlercapital2,100851,45665.7352,577500,,PENDING
25010814,orchardhousecommunityartsfou,choiartadvisory,100049,45665.77469,663500,77404927,COMPLETED
25010815,croth_alt,rothartadvisory,100449,45665.79735,390500,23121126,COMPLETED
25010816,fairmontdesignheritagecenter,heritagerowmaterialculturein,100191,45665.8323,1308000,35242525,COMPLETED
25010817,hearthstonefolkartarchive,foundrybennettfineobjects,100092,45665.86542,265500,72880343,COMPLETED
25010901,eastgatefolkartarchive,northbridgemuseumofmoderncra,100100,45666.35081,252000,45562918,COMPLETED
25010902,andersonartadvisory,mina.singh,100937,45666.38197,685500,77404927,COMPLETED
25010903,imani.reed,eastgateindustrialartsmuseum,100637,45666.39545,509000,,CANCELLED
25010904,valeheritagefund,greatlakesindustrialartsmuse,100875,45666.40404,878000,87658927,COMPLETED
25010905,martinheritagesales,nwhitmore_family2,100868,45666.43811,411000,77404927,COMPLETED
25010906,davisauctionpartners,avane_alt,100074,45666.4645,376000,,PENDING
25010907,eastgateindustrialartsmuseum,rothcapital2,100108,45666.47833,555500,96187039,COMPLETED
