t_id;vendor;buyer;prod_id;date_time;price;validated_by;status;phase;event;month;product_tx_no;completed_transfer_no;is_resale;is_relevant
24120608;orchardhousecommunityartsfou;ashcroftcollection;100437;2024-12-06 17:00:20;506000.0;87292197;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24120609;renee.kim;malik.johnson;100363;2024-12-06 17:31:13;478500.0;23121126;COMPLETED;4;25;2024-12;2;1;FALSE;FALSE
24120701;quinn.campbell;rothartadvisory;100569;2024-12-07 08:42:11;1590000.0;23121126;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24120702;ashlandmuseumofprintedarts;delilah.kim;100355;2024-12-07 10:20:53;492000.0;72880343;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24120703;parkhurstceramicsmuseum;cassidy.ito;100844;2024-12-07 13:23:36;394500.0;16498618;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24120704;aaron.olsen;malwex_hold3;100161;2024-12-07 13:49:42;352000.0;35242525;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24120705;GrantMercer;DominicHale;100782;2024-12-07 17:29:01;802500.0;90907400;COMPLETED;4;25;2024-12;2;2;TRUE;FALSE
24120801;copperlinemuseumofphotograph;vanecapital2;100441;2024-12-08 11:08:19;433000.0;16660212;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24120802;croth_alt;ruby.reed;100732;2024-12-08 12:27:32;1494000.0;16498618;CANCELLED;4;25;2024-12;1;;FALSE;FALSE
24120803;nwhitmore_family2;iris.knight;100317;2024-12-08 15:15:32;1161000.0;75941901;COMPLETED;4;25;2024-12;2;2;TRUE;FALSE
24120804;valecapital2;croth_alt;100449;2024-12-08 16:37:34;365000.0;23121126;COMPLETED;4;25;2024-12;2;2;TRUE;FALSE
24120901;avane_alt;mwexler_alt;100676;2024-12-09 09:03:23;337000.0;12742361;COMPLETED;4;25;2024-12;2;2;TRUE;FALSE
24120902;crossventuresart;rosemontdesignheritagecenter;100313;2024-12-09 09:17:36;591500.0;23121126;COMPLETED;4;25;2024-12;2;2;TRUE;FALSE
24120903;chloe.shah;AuggieVane;100131;2024-12-09 09:42:54;661000.0;45562918;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24120904;pineharborrailwayhistorycent;oakhollowmuseumofappliedarts;100032;2024-12-09 10:18:38;159000.0;87658927;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24120905;rothcapital2;ftran_westhave;100229;2024-12-09 10:44:03;77200.0;96187039;COMPLETED;4;25;2024-12;6;4;TRUE;FALSE
24120906;vivienne.cross;chloe.shah;100620;2024-12-09 12:02:56;2892000.0;72880343;COMPLETED;4;25;2024-12;2;2;TRUE;FALSE
24120907;howellartadvisory;emilia.cho;100170;2024-12-09 12:44:05;360500.0;96187039;REJECTED;4;25;2024-12;2;;TRUE;FALSE
24120908;crosscapital2;sofia.hayes;100090;2024-12-09 14:22:43;328000.0;75941901;COMPLETED;4;25;2024-12;2;2;TRUE;FALSE
24120909;vivcro_hold4;wexlercollection;100745;2024-12-09 14:33:35;473500.0;16660212;COMPLETED;4;25;2024-12;2;2;TRUE;FALSE
24120910;copperlinemuseumofphotograph;valeheritagefund;100842;2024-12-09 14:38:14;583000.0;35242525;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24120911;tanglewoodfolkartarchive;EleanorRook;100372;2024-12-09 15:02:42;211000.0;23121126;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24120912;nadia_whitmore;OscarBexley;100715;2024-12-09 15:58:45;1301000.0;45562918;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24120913;redcedarfolkartfoundation;santiago.jordan;100277;2024-12-09 16:49:40;147000.0;;PENDING;4;25;2024-12;1;;FALSE;FALSE
24121001;malik.johnson;ravenwoodcraftpreservationso;100257;2024-12-10 09:23:47;205500.0;12742361;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121002;redcedarfolkartfoundation;abigail.morgan;100556;2024-12-10 09:43:10;1261000.0;77404927;COMPLETED;4;25;2024-12;2;1;FALSE;FALSE
24121003;santiago.jordan;franklincollections;100097;2024-12-10 11:55:29;205000.0;35242525;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121004;CelesteRoth;walkercollections;100941;2024-12-10 12:15:38;1298000.0;75941901;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121005;hearthstonefolkartarchive;malwex_hold3;100461;2024-12-10 13:07:52;559000.0;90907400;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121006;northbridgemuseumofmoderncra;gmercer_family1;100021;2024-12-10 13:24:01;208500.0;45562918;COMPLETED;4;25;2024-12;3;3;TRUE;FALSE
24121007;avane_alt;castillocollections;100761;2024-12-10 14:44:29;2791000.0;16660212;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121008;northbridgemuseumofmoderncra;celine.irwin;100310;2024-12-10 14:58:13;598000.0;87292197;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121009;ironwoodcraftpreservatio_org;elliscollections;100749;2024-12-10 15:21:52;1613000.0;;PENDING;4;25;2024-12;1;;FALSE;FALSE
24121010;southbanktextilearchive;vivcross7;100207;2024-12-10 16:33:21;1106000.0;77404927;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121011;santiago.jordan;franklincollections;100361;2024-12-10 18:28:18;458000.0;87292197;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121101;PriyaSethi;celrot_hold2;100625;2024-12-11 08:44:16;706000.0;87292197;COMPLETED;4;25;2024-12;2;2;TRUE;FALSE
24121102;harborlightpublicartconserva;celine.irwin;100346;2024-12-11 09:09:10;1101000.0;90907400;REJECTED;4;25;2024-12;2;;TRUE;FALSE
24121103;xavier.jacobs;nathan58;100064;2024-12-11 10:50:56;857500.0;90907400;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121104;windermerepublicartconservan;walkercollections;100777;2024-12-11 10:52:59;396000.0;87658927;COMPLETED;4;25;2024-12;3;3;TRUE;FALSE
24121105;imani.reed;meridianmillercollections;100491;2024-12-11 12:39:59;281500.0;72880343;COMPLETED;4;25;2024-12;2;2;TRUE;FALSE
24121106;windermeredesignheritage_org;harborlightmuseumofprintedar;100270;2024-12-11 13:49:43;769000.0;75941901;COMPLETED;4;25;2024-12;2;1;FALSE;FALSE
24121107;daniel.campbell;vanefamilyoffice;100159;2024-12-11 14:20:31;189000.0;87292197;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121108;lana.vasquez;wexlercollection;100248;2024-12-11 15:06:00;8194000.0;75941901;COMPLETED;4;25;2024-12;1;1;FALSE;TRUE
24121109;priya.lane;aaron.olsen;100532;2024-12-11 15:10:40;1436000.0;75941901;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121110;cassidy.ito;meridianmillercollections;100285;2024-12-11 15:59:37;223500.0;96187039;COMPLETED;4;25;2024-12;2;2;TRUE;FALSE
24121111;lucia.knight;cassidy.ito;100504;2024-12-11 16:17:57;437000.0;12742361;COMPLETED;4;25;2024-12;2;2;TRUE;FALSE
24121112;windermeredesignheritage_org;aaron.olsen;100345;2024-12-11 16:27:37;357500.0;36058655;COMPLETED;4;25;2024-12;2;2;TRUE;FALSE
24121113;malik.johnson;croth_alt;100279;2024-12-11 16:47:43;188000.0;16660212;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121114;rothartadvisory;walkercollections;100870;2024-12-11 16:49:30;315000.0;35242525;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121115;windermeremuseumofmoderncraf;aaron.olsen;100712;2024-12-11 17:20:15;4549000.0;96187039;COMPLETED;4;25;2024-12;2;1;FALSE;FALSE
24121116;heritagerowmaterialculturein;ftran_westhave;100271;2024-12-11 17:24:15;1113000.0;87658927;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121117;sabrina.edwards;theo_kinc2;100263;2024-12-11 19:47:23;223500.0;87658927;REVERSED;4;25;2024-12;1;;FALSE;FALSE
24121118;beatrice.kim;redcedarfolkartfoundation;100716;2024-12-11 20:14:38;1002000.0;23121126;COMPLETED;4;25;2024-12;2;2;TRUE;FALSE
24121119;windermeredesignheritage_org;nadia_whitmore;100613;2024-12-11 20:39:52;617500.0;;PENDING;4;25;2024-12;1;;FALSE;FALSE
24121201;priya.lane;windermeremuseumofmoderncraf;100012;2024-12-12 10:45:21;118000.0;77404927;COMPLETED;4;25;2024-12;2;2;TRUE;FALSE
24121202;ashlanddecorativeartsarchive;ronashcroft7;100086;2024-12-12 12:54:45;589500.0;35242525;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121203;OscarBexley;oakhollowmuseumofappliedarts;100596;2024-12-12 13:13:56;1907000.0;77404927;COMPLETED;4;25;2024-12;4;3;TRUE;FALSE
24121204;akira.bennett;ftran_westhave;100409;2024-12-12 15:06:30;579500.0;96187039;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121205;jade.campbell;howardfineobjects;100264;2024-12-12 15:54:34;374500.0;12742361;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121206;leo.lane;crosscapital2;100601;2024-12-12 16:21:11;942500.0;;CANCELLED;4;25;2024-12;1;;FALSE;FALSE
24121207;rosemontmuseumofmoderncraftd;tanglewoodfolkartarchive;100358;2024-12-12 16:23:42;82300.0;87292197;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121208;windermerepublicartconservan;EleanorRook;100163;2024-12-12 16:59:49;631500.0;72880343;COMPLETED;4;25;2024-12;2;2;TRUE;FALSE
24121209;ronashcroft7;nathan58;100166;2024-12-12 20:49:39;438500.0;96187039;COMPLETED;4;25;2024-12;4;4;TRUE;FALSE
24121301;crosscapital2;santiago.jordan;100717;2024-12-13 09:56:20;338500.0;96187039;COMPLETED;4;25;2024-12;2;2;TRUE;FALSE
24121302;valecapital2;howardfineobjects;100762;2024-12-13 10:00:37;1112000.0;16498618;REVERSED;4;25;2024-12;3;;TRUE;FALSE
24121303;davisauctionpartners;nadi_whit5;100278;2024-12-13 10:36:16;285000.0;16660212;COMPLETED;4;25;2024-12;3;3;TRUE;FALSE
24121304;amir.miller;ftran_westhave;100226;2024-12-13 10:54:26;419500.0;90907400;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121305;valecapital2;CelesteRoth;100803;2024-12-13 11:30:00;691000.0;12742361;COMPLETED;4;25;2024-12;2;2;TRUE;FALSE
24121306;rothartadvisory;vanefamilyoffice;100789;2024-12-13 12:56:39;5153000.0;23121126;REJECTED;4;25;2024-12;1;;FALSE;FALSE
24121307;aaron.olsen;aiden.patel;100155;2024-12-13 13:23:26;1297000.0;45562918;COMPLETED;4;25;2024-12;3;2;TRUE;FALSE
24121308;vanecapital2;eastgateindustrialartsmuseum;100760;2024-12-13 16:07:35;278500.0;96187039;COMPLETED;4;25;2024-12;2;2;TRUE;FALSE
24121309;lana.vasquez;bobby;100146;2024-12-13 16:09:11;237000.0;87658927;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121310;hearthstonefolkartarchive;lucia.knight;100172;2024-12-13 16:35:05;610500.0;75941901;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121311;tanglewoodfolkartarchive;gran_merc4;100119;2024-12-13 17:13:07;716500.0;16660212;COMPLETED;4;25;2024-12;2;1;FALSE;FALSE
24121312;ramirezauctionpartners;castillocollections;100915;2024-12-13 17:23:47;288500.0;35242525;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121313;northbridgemuseumofmoderncra;isaac.shah;100196;2024-12-13 17:48:05;677500.0;12742361;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121314;eva.howell;celine.irwin;100889;2024-12-13 18:07:37;570000.0;16498618;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121401;rosemontdesignheritagecenter;elmsteadculturalpreservation;100380;2024-12-14 19:15:44;424000.0;36058655;COMPLETED;4;25;2024-12;2;2;TRUE;FALSE
24121501;theo.foster;ashcroftcollection;100589;2024-12-15 15:00:34;310500.0;96187039;COMPLETED;4;25;2024-12;2;1;FALSE;FALSE
24121502;juniperridgeartistslegacytru;sabrina.shah;100474;2024-12-15 17:07:46;968500.0;75941901;COMPLETED;4;25;2024-12;2;1;FALSE;FALSE
24121503;OscarBexley;howellartadvisory;100402;2024-12-15 20:17:49;440000.0;45562918;COMPLETED;4;25;2024-12;2;2;TRUE;FALSE
24121601;TheoKincaid;abigail.bennett;100737;2024-12-16 09:33:01;4861000.0;72880343;COMPLETED;4;25;2024-12;2;1;FALSE;FALSE
24121602;ashlandmuseumofprintedarts;rosemontmuseumofmoderncraftd;100364;2024-12-16 11:18:07;220500.0;87658927;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121603;elmsteadculturalpreservation;windermerepublicartconservan;100638;2024-12-16 11:18:53;200500.0;87658927;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121604;eva.howell;ruby.reed;100439;2024-12-16 11:28:55;855000.0;72880343;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121605;celine.irwin;lana.vasquez;100275;2024-12-16 12:29:10;1271000.0;35242525;COMPLETED;4;25;2024-12;2;2;TRUE;FALSE
24121606;tanglewoodculturalmemoryproj;julia.roberts;100128;2024-12-16 12:53:05;549500.0;75941901;FAILED;4;25;2024-12;2;;FALSE;FALSE
24121607;juniperridgeartistslegacytru;howardfineobjects;100016;2024-12-16 13:24:28;70200.0;87658927;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121608;nadia_whitmore;valecapital2;100755;2024-12-16 13:54:59;1137000.0;23121126;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121701;delilah.kim;sabrina.shah;100912;2024-12-17 08:13:39;294000.0;16498618;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121702;cassidy.ito;redcedarfolkartfoundation;100367;2024-12-17 09:21:38;154000.0;87658927;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121703;copperlinemuseumofphotograph;GrantMercer;100918;2024-12-17 10:00:00;1564000.0;16498618;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121704;martinheritagesales;howellartadvisory;100815;2024-12-17 11:26:21;352000.0;72880343;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121705;ashcroftcapital2;wexlercapital2;100206;2024-12-17 12:40:28;296000.0;72880343;COMPLETED;4;25;2024-12;3;2;TRUE;FALSE
24121706;southbankmaritimeheritagemus;vanecapital2;100734;2024-12-17 14:01:51;3429000.0;16498618;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121707;vivian.reyes_finance;windermerepublicartconservan;100890;2024-12-17 15:01:31;252000.0;75941901;FAILED;4;25;2024-12;1;;FALSE;FALSE
24121708;highlandartistslegacytru_org;TheoKincaid;100465;2024-12-17 15:54:05;277000.0;;PENDING;4;25;2024-12;1;;FALSE;FALSE
24121709;harper.ellis;liucollections;100924;2024-12-17 16:14:15;689000.0;16498618;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121710;vanefamilyoffice;crosscapital2;100419;2024-12-17 16:17:49;276500.0;45562918;COMPLETED;4;25;2024-12;2;2;TRUE;FALSE
24121711;stonefieldmaterialcultureins;abigail.bennett;100572;2024-12-17 16:22:47;270500.0;35242525;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121712;eastgateindustrialartsmuseum;wexlercollection;100632;2024-12-17 16:32:50;207000.0;96187039;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121713;jonah.irwin;eastgateindustrialartsmuseum;100039;2024-12-17 17:54:10;222000.0;16660212;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121714;oakhollowdesignheritagecente;meridianmillercollections;100788;2024-12-17 18:24:31;337500.0;16660212;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121715;juniperridgepublicartconserv;windermerepublicartconservan;100466;2024-12-17 20:12:21;1328000.0;77404927;COMPLETED;4;25;2024-12;3;3;TRUE;FALSE
24121801;imani.reed;granitehillmuseumoflocalindu;100446;2024-12-18 08:21:48;348000.0;87658927;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121802;granitehillbotanicalheritage;liam.martin;100926;2024-12-18 08:53:02;324500.0;23121126;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121803;nadia_whitmore;celine.irwin;100880;2024-12-18 09:18:01;956500.0;45562918;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121804;zane.thomas;northbridgemuseumofmoderncra;100751;2024-12-18 10:11:27;2509000.0;16660212;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121805;reina.sullivan;valeheritagefund;100425;2024-12-18 10:13:47;941500.0;90907400;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121806;amir.miller;osca_bexl6;100567;2024-12-18 10:59:56;413000.0;23121126;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121807;celine.irwin;wexlercollection;100066;2024-12-18 11:24:21;62700.0;12742361;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121808;tanglewoodculturalmemoryproj;abigail.morgan;100128;2024-12-18 11:56:45;642500.0;45562918;COMPLETED;4;25;2024-12;3;1;FALSE;FALSE
24121809;xavier.jacobs;sabrina.shah;100120;2024-12-18 13:00:08;997500.0;36058655;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121810;tanglewoodculturalmemoryproj;delilah.kim;100696;2024-12-18 13:35:23;921000.0;12742361;COMPLETED;4;25;2024-12;2;2;TRUE;FALSE
24121811;delilah.kim;nathan58;100209;2024-12-18 13:40:49;980000.0;23121126;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121812;isaac.shah;ashcroftcollection;100250;2024-12-18 13:51:00;10098000.0;72880343;COMPLETED;4;25;2024-12;1;1;FALSE;TRUE
24121813;tanglewoodfolkartarchive;ashcroftcollection;100807;2024-12-18 14:15:18;314500.0;72880343;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121814;camila.park;HelenaVale;100774;2024-12-18 15:18:19;1098000.0;16498618;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121815;meridianmillercollections;andersonartadvisory;100874;2024-12-18 16:16:04;332500.0;12742361;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121816;sabrina.edwards;abigail.bennett;100424;2024-12-18 16:32:50;636500.0;;PENDING;4;25;2024-12;2;;FALSE;FALSE
24121817;jonah.irwin;andersonartadvisory;100937;2024-12-18 16:59:03;731500.0;35242525;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121818;isaac.rivera;foundryzimmermanfineobjects;100587;2024-12-18 17:04:29;4740000.0;87658927;COMPLETED;4;25;2024-12;2;1;FALSE;FALSE
24121819;ravenwoodcraftpreservationso;ari.turner;100499;2024-12-18 19:18:41;424500.0;77404927;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121901;fairmontdesignheritagecenter;howellartadvisory;100947;2024-12-19 10:26:37;265000.0;16660212;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121902;quinn.campbell;imani.reed;100637;2024-12-19 10:45:59;492000.0;36058655;COMPLETED;4;25;2024-12;2;2;TRUE;FALSE
24121903;eastgatefolkartarchive;rosemontmuseumofmoderncraftd;100067;2024-12-19 11:10:04;336000.0;16660212;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121904;xavier.jacobs;andersonartadvisory;100036;2024-12-19 11:28:44;809500.0;90907400;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121905;akira.bennett;santiago.jordan;100622;2024-12-19 11:44:38;667000.0;23121126;REVERSED;4;25;2024-12;1;;FALSE;FALSE
24121906;ashcroftcollection;TheoKincaid;100258;2024-12-19 15:22:23;138000.0;87292197;COMPLETED;4;25;2024-12;2;2;TRUE;FALSE
24121907;ronanA;valeheritagefund;100580;2024-12-19 15:28:36;885500.0;35242525;COMPLETED;4;25;2024-12;2;2;TRUE;FALSE
24121908;jonah.irwin;wexlercollection;100653;2024-12-19 16:08:37;73700.0;96187039;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121909;eastgateindustrialartsmuseum;TheoKincaid;100629;2024-12-19 16:41:25;2209000.0;23121126;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121910;mina.singh;vanefamilyoffice;100482;2024-12-19 17:01:36;322000.0;96187039;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24121911;celrot_hold2;abigail.morgan;100240;2024-12-19 17:08:52;229000.0;96187039;COMPLETED;4;25;2024-12;2;2;TRUE;FALSE
24122001;vivienne.cross;EleanorRook;100896;2024-12-20 09:09:20;226500.0;16660212;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24122002;harborlightmuseumofprintedar;ronanA;100063;2024-12-20 09:16:36;728500.0;35242525;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24122003;jade.campbell;imani.thomas;100607;2024-12-20 09:41:15;835000.0;87658927;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24122004;brookfieldarchitecturalherit;sofia.hayes;100793;2024-12-20 10:28:33;273500.0;75941901;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24122005;yasmin.roberts;northbridgemuseumofmoderncra;100786;2024-12-20 11:39:35;543000.0;77404927;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24122006;elmsteadculturalmemoryprojec;ronashcroft7;100349;2024-12-20 12:06:45;119000.0;23121126;COMPLETED;4;25;2024-12;2;2;TRUE;FALSE
24122007;orchardhousecommunityartsfou;lana.vasquez;100256;2024-12-20 12:42:05;120500.0;35242525;COMPLETED;4;25;2024-12;2;2;TRUE;FALSE
24122008;MWexler;stoneheritagesales;100808;2024-12-20 12:45:13;246500.0;87292197;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24122009;jade.campbell;oakhollowmuseumofappliedarts;100301;2024-12-20 12:57:06;1192000.0;16498618;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24122010;yara.flores;fairmontmaritimeheritagemuse;100187;2024-12-20 13:37:41;603000.0;75941901;COMPLETED;4;25;2024-12;2;2;TRUE;FALSE
24122011;MWexler;julia.roberts;100199;2024-12-20 14:02:54;266000.0;96187039;COMPLETED;4;25;2024-12;2;2;TRUE;FALSE
24122012;fairmontmaritimeheritagemuse;crosscapital2;100266;2024-12-20 15:46:04;149000.0;35242525;COMPLETED;4;25;2024-12;2;2;TRUE;FALSE
24122013;willowmererailwayhistorycent;rothartadvisory;100566;2024-12-20 16:28:24;394500.0;90907400;REJECTED;4;25;2024-12;1;;FALSE;FALSE
24122014;malik.johnson;foundrybennettfineobjects;100363;2024-12-20 16:48:03;480500.0;72880343;COMPLETED;4;25;2024-12;3;2;TRUE;FALSE
24122015;blair.kaur;selene78;100145;2024-12-20 16:57:14;320500.0;75941901;REVERSED;4;25;2024-12;3;;TRUE;FALSE
24122016;reina.rivera;cassidy.ito;100557;2024-12-20 17:18:24;563000.0;75941901;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24122017;sofia.hayes;theo_kinc2;100087;2024-12-20 19:21:15;281500.0;23121126;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24122101;rothcapital2;henry.ellis;100750;2024-12-21 09:12:24;140500.0;96187039;COMPLETED;4;25;2024-12;3;3;TRUE;FALSE
24122102;valecapital2;heritagerowmaterialculturein;100276;2024-12-21 11:46:36;1024000.0;75941901;COMPLETED;4;25;2024-12;2;2;TRUE;FALSE
24122103;elliscollections;wexlercapital2;100894;2024-12-21 13:51:58;1075000.0;12742361;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24122104;selene78;theo_kinc2;100292;2024-12-21 15:50:05;308500.0;87658927;COMPLETED;4;25;2024-12;2;2;TRUE;FALSE
24122201;GrantMercer;helvale7;100806;2024-12-22 12:10:35;896000.0;77404927;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24122202;quarrylanecraftpreservations;imani.reed;100814;2024-12-22 15:05:45;236000.0;75941901;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24122203;ashlandmuseumofprintedarts;abigail.morgan;100475;2024-12-22 17:55:32;669000.0;23121126;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24122301;silvermarsharchitecturalheri;abigail.bennett;100287;2024-12-23 09:07:29;409500.0;;CANCELLED;4;25;2024-12;1;;FALSE;FALSE
24122302;howellartadvisory;foundrybennettfineobjects;100947;2024-12-23 09:30:08;265500.0;77404927;REJECTED;4;25;2024-12;2;;TRUE;FALSE
24122303;abigail.bennett;meridianmillercollections;100572;2024-12-23 09:31:42;274500.0;87292197;REJECTED;4;25;2024-12;2;;TRUE;FALSE
24122304;leo.lane;valeheritagefund;100179;2024-12-23 16:43:03;1279000.0;;CANCELLED;4;25;2024-12;1;;FALSE;FALSE
24122401;elliscollections;malwexler7;100865;2024-12-24 17:11:11;679000.0;;CANCELLED;4;25;2024-12;3;;TRUE;FALSE
24122501;walkercollections;ronashcroft7;100383;2024-12-25 09:10:36;311500.0;75941901;REJECTED;4;25;2024-12;2;;TRUE;FALSE
24122502;daniel.campbell;ari.turner;100909;2024-12-25 11:56:12;570000.0;72880343;COMPLETED;4;25;2024-12;2;2;TRUE;FALSE
24122503;ashlandestatecollection;malwex_hold3;100431;2024-12-25 13:16:00;144000.0;;CANCELLED;4;25;2024-12;1;;FALSE;FALSE
24122504;osca_bexl6;georgia_elli;100356;2024-12-25 15:54:38;336500.0;87292197;COMPLETED;4;25;2024-12;2;2;TRUE;FALSE
24122505;mwexler_alt;georgia_elli;100718;2024-12-25 16:38:11;323500.0;;CANCELLED;4;25;2024-12;1;;FALSE;FALSE
24122601;crosscapital2;vanecapital2;100921;2024-12-26 11:10:18;1285000.0;16498618;COMPLETED;4;25;2024-12;2;2;TRUE;FALSE
24122602;walkercollections;nathan58;100941;2024-12-26 13:31:20;1308000.0;23121126;COMPLETED;4;25;2024-12;2;2;TRUE;FALSE
24122603;OscarBexley;valecapital2;100942;2024-12-26 13:36:23;781000.0;77404927;REJECTED;4;25;2024-12;1;;FALSE;FALSE
24122701;bellwethermaterialcultureins;fairmontmaritimeheritagemuse;100630;2024-12-27 10:43:27;585500.0;;PENDING;4;25;2024-12;1;;FALSE;FALSE
24122702;longfellowestatecollection;selene78;100429;2024-12-27 13:08:53;355500.0;;FAILED;4;25;2024-12;1;;FALSE;FALSE
24122703;farah.vasquez;bishopheritagesales;100748;2024-12-27 17:27:58;475500.0;87292197;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24123001;cedarpointculturalmemoryproj;helvale7;100555;2024-12-30 08:58:52;1059000.0;;PENDING;4;25;2024-12;1;;FALSE;FALSE
24123002;windermeredesignheritagecent;malwex_hold3;100384;2024-12-30 12:14:45;1341000.0;87658927;FAILED;4;25;2024-12;2;;FALSE;FALSE
24123003;priya.nelson;castillocollections;100444;2024-12-30 12:53:24;507500.0;;FAILED;4;25;2024-12;1;;FALSE;FALSE
24123101;bishopheritagesales;foundryzimmermanfineobjects;100784;2024-12-31 09:12:10;2801000.0;16498618;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24123102;GrantMercer;rothartadvisory;100917;2024-12-31 10:34:36;1048000.0;16498618;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24123103;wexlercollection;anthony.garcia;100795;2024-12-31 10:41:39;581000.0;45562918;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
24123104;castillocollections;cassidy.ito;100714;2024-12-31 12:26:08;1634000.0;;CANCELLED;4;25;2024-12;2;;TRUE;FALSE
24123105;choiartadvisory;windermerepublicartconservan;100932;2024-12-31 14:03:06;1041000.0;23121126;COMPLETED;4;25;2024-12;1;1;FALSE;FALSE
