p_id;name;category;owned_by;est_value;status;phase;event;listed_at;is_relevant
100219;Roman Coin Hoard with Excavation Archive;ARCHAEOLOGICAL_OBJECT;pineharbormaterialcultureins;344000;INACTIVE;2;14;2023-11-16;FALSE
100220;Diane Arbus, Identical Twins, Roselle, New Jersey, 1967;PHOTOGRAPH;vivienne.cross;345000;SOLD;2;14;2023-10-20;FALSE
100221;Jurassic Park Raptor Maquette;FILM_PROP;ashcroftcollection;771000;AVAILABLE;2;14;2023-11-18;FALSE
100222;Telecommunications Switching Unit;TECHNOLOGY;bobby;321000;SOLD;2;14;2023-11-04;FALSE
100223;Westhaven Works Archive, 1817–1847;ARCHIVAL_COLLECTION;rosemontdesignheritagecenter;1329000;SOLD;2;14;2023-10-11;FALSE
100224;Stained-Glass Study Panel;GLASS;EleanorRook;340000;SOLD;2;14;2023-10-20;FALSE
100225;Harcourt Estate Material Culture Collection, 1977–2002;COLLECTION;reina.reed;132000;SOLD;2;14;2023-10-13;FALSE
100226;Rafael Cole, Night Tram, 1941;PAINTING;ftran_westhave;423000;SOLD;2;14;2023-10-16;FALSE
100227;Alexander Calder, Small Standing Mobile, c. 1965;SCULPTURE;adamscollections;722000;SOLD;2;14;2023-11-07;FALSE
100228;Mateo Voss Couture Evening Coat, 1931;FASHION;cole.thomas_director;627000;INACTIVE;2;14;2023-11-07;FALSE
100229;Joan Miró, Le Lézard aux plumes d’or, 1971;PRINT;ftran_westhave;63000;SOLD;2;14;2023-10-30;FALSE
100230;Handwritten Set List;MUSIC_MEMORABILIA;quarrylanemuseumofphotograph;2065000;SALE_PENDING;2;14;2023-11-11;FALSE
100231;Sofia Quinn, Market Morning, 1825;PAINTING;harper.hernandez;598000;SALE_PENDING;2;14;2023-10-26;FALSE
100232;The North Courtyard Study;DRAWING;gran_merc4;418000;SOLD;2;14;2023-10-26;FALSE
100233;Mercury Records Processional Banner, 1780;TEXTILE;westhavencraftpreservationso;138000;INACTIVE;2;14;2023-11-13;FALSE
100234;Closed Theatre Records — Group 5;ARCHIVAL_COLLECTION;vcross_alt;303000;SOLD;2;14;2023-10-06;FALSE
100235;Portland Photographic Album;PHOTOGRAPH;andersonartadvisory;217000;SOLD;2;14;2023-10-24;FALSE
100236;Denver Photographic Album;PHOTOGRAPH;ashcroftcollection;477000;SOLD;2;14;2023-10-06;FALSE
100237;Detroit Railway Carriage Panel, 1933;TRANSPORTATION;sabrina.edwards;2619000;INACTIVE;2;14;2023-10-21;FALSE
100238;Art Deco Silver Tea Service;METALWORK;lana.mendez;188000;AVAILABLE;2;14;2023-10-26;FALSE
100239;Keith Haring, Pop Shop I, 1987;PRINT;georgia.park;267000;INACTIVE;2;14;2023-11-16;FALSE
100240;Alien Xenomorph Production Head;FILM_PROP;abigail.morgan;212000;AVAILABLE;2;14;2023-10-31;FALSE
100241;Jazz Club Upright Piano;MUSICAL_INSTRUMENT;ashlanddecorativeartsarchive;667000;SOLD;2;14;2023-11-04;FALSE
100242;Screen-Used Market Morning Prop, 1993;FILM_PROP;tanglewoodculturalmemory_org;668000;INACTIVE;2;14;2023-10-21;FALSE
100243;Vintage Racing Car Body;TRANSPORTATION;stonefieldhistorichousefound;489000;INACTIVE;2;14;2023-11-07;FALSE
100244;Match-Worn Football Shirt;SPORTS_MEMORABILIA;silvermarshdecorativeartsarc;227000;SALE_PENDING;2;14;2023-11-05;FALSE
100245;Blade Runner Spinner Miniature;FILM_PROP;southbanktextilearchive;674000;SOLD;2;14;2023-10-10;FALSE
100246;Katsushika Hokusai, Under the Wave off Kanagawa (The Great Wave), c. 1831;PRINT;vanefamilyoffice;3200000;DISPUTED;2;15;2023-11-19;TRUE
100247;Andy Warhol, Flowers, 1964;PAINTING;rothartadvisory;5400000;DISPUTED;2;15;2023-11-25;TRUE
100248;Louise Bourgeois, Spider IV, conceived 1996 and cast 1997;SCULPTURE;wexlercollection;8100000;DISPUTED;2;15;2023-11-24;TRUE
100249;Banksy, Love is in the Air, 2005;PAINTING;crossventuresart;4700000;DISPUTED;2;15;2023-11-28;TRUE
100250;Gerhard Richter, Abstraktes Bild 747-1, 1991;PAINTING;ashcroftcollection;9400000;DISPUTED;2;15;2023-11-27;TRUE
100251;Redwood Civic Association Archive, 1806–1836;ARCHIVAL_COLLECTION;christian.walker;258000;SOLD;2;15;2023-11-20;FALSE
100252;Modernist Writing Desk — Group 2;FURNITURE;ruby.reed;196000;SOLD;2;15;2023-11-22;FALSE
100253;Le Mans Racing Steering Wheel;TRANSPORTATION;georgia.park;900000;AVAILABLE;2;15;2023-11-28;FALSE
100254;Championship Boxing Gloves;SPORTS_MEMORABILIA;MWexler;414000;SOLD;2;15;2023-11-30;FALSE
100255;Screen-Used Study for a Procession Prop, 1933;FILM_PROP;foundryzimmermanfineobjects;1591000;SOLD;2;15;2023-11-22;FALSE
100256;Madonna Blond Ambition Tour Costume Sketches;MUSIC_MEMORABILIA;granitehillbotanicalheritage;116000;SOLD;2;15;2023-11-23;FALSE
100257;Nineteenth-Century Brass Transit Telescope;SCIENTIFIC_INSTRUMENT;henry.ellis;195000;SOLD;2;15;2023-11-22;FALSE
100258;Original Animation Cells from a 1940s Feature Film;FILM_AND_MEDIA;TheoKincaid;137000;AVAILABLE;2;15;2023-11-19;FALSE
100259;Mercury Records Silver Presentation Service, 1848;METALWORK;farahholdings1;698000;SOLD;2;15;2023-11-19;FALSE
100260;Theo Havel Exhibition Lamp Prototype, 1988;DESIGN_OBJECT;stonefieldpublicartconservan;2553000;FULLY_SUBSCRIBED;2;15;2023-11-26;FALSE
100261;Mercury Records Archive, 2004–2034;ARCHIVAL_COLLECTION;ruby.reed;821000;SOLD;2;15;2023-11-22;FALSE
100262;North Coast Railway Press, Illustrated First Edition, 1844;RARE_BOOK;tariqinvests;302000;SALE_PENDING;2;15;2023-11-29;FALSE
100263;Annotated Shooting Script for a 1970s Science-Fiction Film;FILM_AND_MEDIA;sabrina.edwards;218000;AVAILABLE;2;15;2023-11-23;FALSE
100264;Pablo Picasso, Visage aux yeux rieurs, ceramic plate, 1969;CERAMIC;sabrina.shah;435000;SOLD;2;15;2023-11-20;FALSE
100265;Historic Restaurant Sign;HISTORIC_OBJECT;harper.hernandez;552000;SOLD;2;15;2023-11-30;FALSE
100266;Jazz Club Upright Piano — Group 2;MUSICAL_INSTRUMENT;crosscapital2;152000;SOLD;2;15;2023-11-26;FALSE
100267;Rafael Ren Studio Ceramic Vessel Set, 1813;CERAMIC;ashlandmuseumofprintedarts;830000;SOLD;2;15;2023-11-25;FALSE
100268;Santiago Quinn Concert Violin, 1965;MUSICAL_INSTRUMENT;vivcro_hold4;960000;SOLD;2;15;2023-11-26;FALSE
100269;Black Orchard Print;PRINT;aaron.olsen;250000;SOLD;2;15;2023-11-26;FALSE
100270;Imani Quinn, Harbour Series I, 1825;PAINTING;andersonartadvisory;672000;SOLD;2;15;2023-11-23;FALSE
100271;Claude Monet, Nymphéas, c. 1916;PAINTING;caesar;1071000;SOLD;2;15;2023-11-21;FALSE
100272;Egon Schiele, Seated Figure Study, 1917;DRAWING;ashlandmuseumofprintedarts;290000;SOLD;2;15;2023-11-25;FALSE
100273;Ansel Adams, Moonrise, Hernandez, New Mexico, 1941;PHOTOGRAPH;ari.turner;596000;SOLD;2;15;2023-11-24;FALSE
100274;Marc Chagall, Bouquet au village, 1969;PAINTING;valeheritagefund;238000;SOLD;2;15;2023-11-28;FALSE
100275;House at Low Tide;PAINTING;lana.vasquez;1495000;SOLD;2;15;2023-11-29;FALSE
100276;Sofia Roth, The Long Platform, bronze, 1860;SCULPTURE;heritagerowmaterialculturein;954000;SOLD;2;15;2023-11-25;FALSE
100277;Mercury Records Computing Prototype, 1955;TECHNOLOGY;CelesteRoth;152000;SOLD;2;15;2023-11-27;FALSE
100278;Jonas Cole, Cloud over the Foundry, lithograph, 1893;PRINT;nadi_whit5;289000;AVAILABLE;2;15;2023-11-23;FALSE
100279;Pablo Picasso, La Colombe, 1949;PRINT;windermerepublicartconservan;210000;SOLD;2;15;2023-11-29;FALSE
100280;Samuel Ellis, River Bend, bronze, 1853;SCULPTURE;howellartadvisory;511000;SOLD;2;15;2023-11-25;FALSE
100281;Journal of the Baltimore Expedition, 1757–1759;MANUSCRIPT;stonefieldpublicartconservan;344000;AVAILABLE;2;15;2023-11-27;FALSE
100282;Stained-Glass Window from a Closed Railway Chapel;ARCHITECTURAL_ELEMENT;ruby.reed;207000;SOLD;2;15;2023-11-26;FALSE
100283;Campaign Megaphone from the 1968 Election;HISTORIC_OBJECT;heritagerowdecorativeartsarc;128000;AVAILABLE;2;15;2023-11-29;FALSE
100284;Triceratops Frill Fragment with Collection Records;NATURAL_HISTORY;redcedarfolkartfoundation;314000;SOLD;2;15;2023-11-24;FALSE
100285;Ansel Kwon, Market Morning, 1838;PAINTING;javier.hayes;227000;SOLD;2;15;2023-11-25;FALSE
100286;Nintendo PlayStation Prototype Console;TECHNOLOGY;foundrybennettfineobjects;475000;AVAILABLE;2;15;2023-11-25;FALSE
100287;Signal Field;PAINTING;silvermarsharchitecturalheri;439000;AVAILABLE;2;15;2023-11-20;FALSE
100288;Roy Lichtenstein, Brushstroke, 1965;PRINT;northbridgemuseumofmoderncra;740000;REJECTED;2;15;2023-11-22;FALSE
100289;Sofia Roth, Evening at the Quarry, 1866;PAINTING;redcedarfolkartfoundation;740000;REJECTED;2;15;2023-11-20;FALSE
100290;Folk Costume Ensemble;ETHNOGRAPHIC_OBJECT;foundryxucollections;2255000;SOLD;2;15;2023-11-28;FALSE
100291;Mercury Records Silver Presentation Service, 1985;METALWORK;CelesteRoth;460000;SOLD;2;15;2023-11-29;FALSE
100292;Science-Fiction Helmet Prop;FILM_PROP;castillocollections;343000;SOLD;2;15;2023-11-25;FALSE
100293;Santiago Ito, House at Low Tide, 1753;PAINTING;fairmontmaritimeheritagemuse;1938000;SOLD;2;15;2023-11-22;FALSE
100294;Redwood Civic Association Silver Presentation Service, 1802;METALWORK;ronashcroft7;200000;SOLD;2;15;2023-11-19;FALSE
100295;Altair 8800 Computer;TECHNOLOGY;georgia.park;1352000;FULLY_SUBSCRIBED;2;15;2023-11-28;FALSE
100296;Pablo Picasso, Étude de tête, 1962;DRAWING;amir.saito_director;274000;AVAILABLE;2;15;2023-11-24;FALSE
100297;Leila Mercer, Green Passage, 1904;PAINTING;highlandartistslegacytru_org;384000;AVAILABLE;2;15;2023-11-22;FALSE
100298;Iris Novak, Winter Garden, 1976;PAINTING;valeheritagefund;241000;SOLD;2;15;2023-11-30;FALSE
100299;Standing Form Sculpture;SCULPTURE;ashlandestatecollection;159000;AVAILABLE;2;15;2023-11-20;FALSE
100300;Granite Bay Film Society Press, Illustrated First Edition, 1760;RARE_BOOK;harborlightdecorativeartsarc;226000;AVAILABLE;2;15;2023-11-24;FALSE
100301;Barbara Hepworth, Small Form, 1963;SCULPTURE;lana.vasquez;1320000;SOLD;2;15;2023-11-26;FALSE
100302;Iron Meteorite, 42 kg;NATURAL_HISTORY;helval_hold6;857000;SOLD;2;15;2023-11-19;FALSE
100303;Westhaven Works Material Culture Collection, 1849–1874;COLLECTION;selene78;103000;SOLD;2;15;2023-11-19;FALSE
100304;Orion Press Computing Prototype, 1948;TECHNOLOGY;heritagerowdecorativeartsarc;1150000;FULLY_SUBSCRIBED;2;15;2023-11-30;FALSE
100305;Vivienne Westwood Punk Ensemble, c. 1977;FASHION;ronash_hold5;105000;SOLD;2;15;2023-11-20;FALSE
100306;Cindy Sherman, Untitled Film Still #21, 1978;PHOTOGRAPH;stoneartadvisory;478000;SOLD;2;15;2023-11-23;FALSE
100307;Carved Festival Mask with 1930s Field Notes;ETHNOGRAPHIC_OBJECT;PriyaSethi;213000;SOLD;2;15;2023-11-28;FALSE
100308;Alberto Giacometti, Figurine, c. 1950;SCULPTURE;psethi_family6;1437000;SOLD;2;15;2023-11-19;FALSE
100309;Imani Ito Tour Outfit and Backstage Passes, 1968;MUSIC_MEMORABILIA;leo.lane;172000;AVAILABLE;2;15;2023-11-30;FALSE
100310;Los Angeles Championship Match-Worn Jersey, 1955;SPORTS_MEMORABILIA;EleanorRook;636000;SOLD;2;15;2023-11-23;FALSE
100311;Annotated Production Script, 1948;FILM_AND_MEDIA;bellwethermaterialcultureins;70000;AVAILABLE;2;15;2023-11-20;FALSE
100312;Star Wars Lightsaber Prop;FILM_PROP;crossventuresart;553000;SOLD;2;15;2023-11-25;FALSE
100313;Charles Darwin, On the Origin of Species, first edition, 1859;RARE_BOOK;rosemontdesignheritagecenter;634000;SOLD;2;15;2023-11-19;FALSE
100314;Olympic Relay Torch, 1968;SPORTS_MEMORABILIA;tanglewoodmuseumofmoderncraf;145000;AVAILABLE;2;15;2023-11-21;FALSE
100315;Ancient Coin Group;ARCHAEOLOGICAL_OBJECT;harper7;731000;SOLD;2;15;2023-11-23;FALSE
100316;Ansel Ren Concert Violin, 2016;MUSICAL_INSTRUMENT;farah.vasquez;260000;SOLD;2;15;2023-11-26;FALSE
100317;The Beatles Handwritten Set List;MUSIC_MEMORABILIA;helvale7;1285000;SOLD;2;15;2023-11-29;FALSE
100318;St. Elian Parish Computing Prototype, 1987;TECHNOLOGY;camila.park;203000;SOLD;2;15;2023-11-29;FALSE
100319;Meridian Studio Processional Banner, 1850;TEXTILE;foundryzimmermanfineobjects;122000;AVAILABLE;2;15;2023-11-25;FALSE
100320;Annotated Production Script, 1952;FILM_AND_MEDIA;meridianmillercollections;392000;SOLD;2;15;2023-11-23;FALSE
100321;Iris Serrat Concert Violin, 1781;MUSICAL_INSTRUMENT;howardfineobjects;151000;SOLD;2;15;2023-11-23;FALSE
100322;Factory Window Study;DRAWING;gmercer_family1;156000;SOLD;2;15;2023-11-21;FALSE
100323;Archive of the Meridian Press, 1924–1962;ARCHIVAL_COLLECTION;jade.campbell;221000;SOLD;2;15;2023-11-30;FALSE
100324;George Orwell, Nineteen Eighty-Four, first edition, 1949;RARE_BOOK;augvan_hold1;416000;SOLD;2;15;2023-11-23;FALSE
100325;Silver Processional Cross, c. 1510;RELIGIOUS_OBJECT;yasmin.roberts;739000;REJECTED;2;15;2023-11-20;FALSE
100326;Alberto Giacometti, Portrait Study, c. 1955;DRAWING;northbridgemuseumofmoderncra;56000;SOLD;2;15;2023-11-26;FALSE
100327;Orion Press Painted Stage Backdrop, 1832;THEATRE_OBJECT;selene78;183000;SOLD;2;15;2023-11-28;FALSE
100328;Rowan Ortega, Cloud over the Foundry, bronze, 2013;SCULPTURE;eastgaterailwayhistorycenter;260000;AVAILABLE;2;15;2023-11-23;FALSE
100329;Elena Maren Tour Outfit and Backstage Passes, 1989;MUSIC_MEMORABILIA;liucollections;729000;SOLD;2;15;2023-11-22;FALSE
100330;Denver Railway Carriage Panel, 1899;TRANSPORTATION;kai.chen;408000;SOLD;2;15;2023-11-23;FALSE
100331;Jean-Michel Basquiat, Untitled Head, 1982;PAINTING;AuggieVane;384000;SOLD;2;15;2023-11-30;FALSE
100332;Agnes Martin, Untitled, 1990;PAINTING;georgia.park;442000;AVAILABLE;2;15;2023-11-30;FALSE
100333;Amara Quinn Art Glass Panel, 1942;GLASS;gmercer_family1;111000;AVAILABLE;2;15;2023-11-21;FALSE
100334;Cypress Observatory Processional Banner, 1799;TEXTILE;georgia.park;148000;AVAILABLE;2;15;2023-11-30;FALSE
100335;Santiago Kwon, Market Morning, 1957;PAINTING;zane.flores_director;658000;AVAILABLE;2;15;2023-11-26;FALSE
100336;David Hockney, Study for a Pool, 1970;PAINTING;reese.wilson;214000;AVAILABLE;2;15;2023-11-30;FALSE
100337;Harcourt Estate Archive, 1881–1911;ARCHIVAL_COLLECTION;foundryzimmermanfineobjects;429000;SOLD;2;15;2023-11-27;FALSE
100338;Mara Kwon, Coastal Light, 1939;PAINTING;martinheritagesales;454000;SOLD;2;15;2023-11-21;FALSE
100339;Nicolas de Staël, Composition, 1950;PAINTING;TheoKincaid;861000;SOLD;2;15;2023-11-19;FALSE
100340;Sofia Navarro Exhibition Lamp Prototype, 2008;DESIGN_OBJECT;DominicHale;478000;SOLD;2;15;2023-11-20;FALSE
100341;Valentina Morrow, Factory Window, bronze, 1830;SCULPTURE;valeheritagefund;645000;SOLD;2;15;2023-11-20;FALSE
100342;Red Bridge Sculpture;SCULPTURE;HelenaVale;246000;SOLD;2;15;2023-11-21;FALSE
100343;Henri Matisse, Femme assise, 1942;DRAWING;ramirezauctionpartners;123000;SOLD;2;15;2023-11-20;FALSE
100344;Early Medical Imaging Unit;SCIENTIFIC_INSTRUMENT;psethi_family6;1347000;SOLD;2;15;2023-11-28;FALSE
100345;Pablo Picasso, Femme au béret et à la robe quadrillée, 1937;PAINTING;aaron.olsen;313000;SOLD;2;15;2023-11-19;FALSE
100346;Darius Ito, Signal Field, 1904;PAINTING;vanefamilyoffice;1201000;SOLD;2;15;2023-11-29;FALSE
100347;Harcourt Estate Archive, 1964–1994;ARCHIVAL_COLLECTION;abigail.bennett;832000;AVAILABLE;2;15;2023-11-23;FALSE
100348;The Long Platform;PAINTING;wexlercapital2;440000;SOLD;2;15;2023-11-21;FALSE
100349;Roman Domestic Vessel;ARCHAEOLOGICAL_OBJECT;ronashcroft7;139000;SALE_PENDING;2;15;2023-11-21;FALSE
100350;Tour Outfit;MUSIC_MEMORABILIA;cassidy.ito;220000;SOLD;2;15;2023-11-25;FALSE
100351;Redwood Civic Association Computing Prototype, 1995;TECHNOLOGY;copperlinemuseumofphotograph;788000;SOLD;2;15;2023-11-25;FALSE
100352;Screen-Used Market Morning Prop, 1961;FILM_PROP;silvermarshdecorativeartsarc;127000;AVAILABLE;2;15;2023-11-20;FALSE
100353;Elena Foster, Black Orchard, 1756;PAINTING;noelle.palmer;1063000;SOLD;2;15;2023-11-27;FALSE
100354;Victorian Era Monocle — Group 2;HISTORIC_OBJECT;liucollections;418000;SOLD;2;15;2023-11-28;FALSE
100355;Blue Room with Fig Tree;PAINTING;andersonartadvisory;435000;SOLD;2;15;2023-11-19;FALSE
100356;Historic Racing Helmet;SPORTS_MEMORABILIA;nathan58;368000;SOLD;2;15;2023-11-25;FALSE
100357;Milo Ortega Concert Violin, 1939;MUSICAL_INSTRUMENT;southbanktextilearchive;489000;SOLD;2;15;2023-11-25;FALSE
100358;Hand-Coloured Regional Map — Group 2;MAP;gran_merc4;85000;SOLD;2;15;2023-11-28;FALSE
100359;Mara Novak, Red Bridge, bronze, 2015;SCULPTURE;celrot_hold2;1081000;SOLD;2;15;2023-11-22;FALSE
100360;Bay City Foundry Silver Presentation Service, 1872;METALWORK;greatlakesindustrialartsmuse;187000;SOLD;2;15;2023-11-29;FALSE
100361;Screen-Used The North Courtyard Prop, 2002;FILM_PROP;windermerepublicartconservan;487000;SALE_PENDING;2;15;2023-11-30;FALSE
100362;River Bend;PAINTING;elmsteadculturalpreservation;1927000;SOLD;2;15;2023-11-22;FALSE
100363;Screen-Used Red Bridge Prop, 1997;FILM_PROP;elmsteadculturalpreservation;454000;SOLD;2;15;2023-11-19;FALSE
100364;Ceremonial Chalice;RELIGIOUS_OBJECT;rosemontmuseumofmoderncraftd;248000;SOLD;2;15;2023-11-29;FALSE
100365;Screen-Used Hero Prop;FILM_PROP;celine.irwin;1325000;SOLD;2;15;2023-11-27;FALSE
100366;Westhaven Works Processional Banner, 1940;TEXTILE;ronashcroft7;315000;SOLD;2;15;2023-11-26;FALSE
100367;Exploration Journal — Group 3;MANUSCRIPT;nia.jensen;140000;SOLD;2;15;2023-11-24;FALSE
100368;Championship Boxing Gloves — Group 2;SPORTS_MEMORABILIA;rosemontmuseumofmoderncraftd;315000;SOLD;2;15;2023-11-23;FALSE
100369;Mosaic Interior Panel;ARCHITECTURAL_ELEMENT;vcross_alt;390000;SOLD;2;15;2023-11-29;FALSE
100370;Signed Recording Contract — Group 2;MUSIC_MEMORABILIA;GrantMercer;186000;AVAILABLE;2;15;2023-11-28;FALSE
100371;Black Orchard;PAINTING;vanecapital2;399000;SALE_PENDING;2;15;2024-01-17;FALSE
100372;Ansel Foster Art Glass Panel, 1893;GLASS;meridianmillercollections;199000;SOLD;2;15;2023-12-04;FALSE
100373;Jonas Morrow, Salt Marsh at Dusk, bronze, 2018;SCULPTURE;zane.flores_director;454000;AVAILABLE;2;15;2024-01-06;FALSE
100374;Santa Clara Championship Match-Worn Jersey, 1951;SPORTS_MEMORABILIA;yorkfieldfurnituredesignarch;610000;SOLD;2;15;2024-01-23;FALSE
100375;Lucien Kapoor Concert Violin, 1813;MUSICAL_INSTRUMENT;aaliyah.zimmerman;1366000;FULLY_SUBSCRIBED;2;15;2024-01-04;FALSE
100376;Journal of the Denver Expedition, 1956–1958;MANUSCRIPT;naomi.campbell;530000;SOLD;2;15;2023-12-17;FALSE
100377;Festival Vestment Set;RELIGIOUS_OBJECT;sofia.rivera;1839000;FULLY_SUBSCRIBED;2;15;2024-01-08;FALSE
100378;Ansel Saito, The North Courtyard, 1979;PAINTING;windermerepublicartconservan;664000;SOLD;2;15;2023-12-24;FALSE
100379;Festival Mask with 1840 Collection Notes;ETHNOGRAPHIC_OBJECT;cedarpointculturalmemoryproj;2519000;FULLY_SUBSCRIBED;2;15;2023-12-15;FALSE
100380;Oakland Championship Match-Worn Jersey, 2011;SPORTS_MEMORABILIA;julia.roberts;383000;AVAILABLE;2;15;2024-01-27;FALSE
100381;Mercury Records Processional Cross, c. 1887;RELIGIOUS_OBJECT;wexlercapital2;608000;SOLD;2;15;2023-12-15;FALSE
100382;Walnut Reading Chair — Group 2;FURNITURE;greatlakesindustrialartsmuse;875000;SOLD;2;15;2023-12-13;FALSE
100383;Jonas Foster, Coastal Light, bronze, 1992;SCULPTURE;walkercollections;298000;AVAILABLE;2;15;2023-12-02;FALSE
100384;Screen-Used Black Orchard Prop, 1990;FILM_PROP;windermeredesignheritagecent;1262000;AVAILABLE;2;15;2024-01-25;FALSE
100385;Amara Foster Concert Violin, 2000;MUSICAL_INSTRUMENT;quarrylanemuseumofphotograph;1380000;FULLY_SUBSCRIBED;2;15;2023-12-09;FALSE
100386;Rafael Bennett Precision Microscope, 1865;SCIENTIFIC_INSTRUMENT;stonefieldhistorichousefound;410000;AVAILABLE;2;15;2024-01-22;FALSE
100387;River Bend Print;PRINT;silvermarshdecorativeartsarc;425000;AVAILABLE;2;15;2024-01-14;FALSE
100388;Jazz Club Upright Piano — Group 3;MUSICAL_INSTRUMENT;nathan.hassan;467000;AVAILABLE;2;15;2024-01-20;FALSE
100389;Winter Garden;PAINTING;rosemonthistoricalsociety;1236000;FULLY_SUBSCRIBED;2;15;2023-12-24;FALSE
100390;Santiago Kapoor Exhibition Lamp Prototype, 1977;DESIGN_OBJECT;ftran_westhave;757000;REJECTED;2;15;2024-01-27;FALSE
100391;Richmond Botanical Specimen Collection, 1797;NATURAL_HISTORY;ftran_westhave;506000;SOLD;2;15;2024-01-24;FALSE
100392;Jonas Saito, Red Bridge, 1996;PAINTING;henry.reed;413000;AVAILABLE;2;15;2024-01-04;FALSE
100393;Mateo Navarro Exhibition Lamp Prototype, 1986;DESIGN_OBJECT;leo.lane;1674000;AVAILABLE;2;15;2023-12-26;FALSE
100394;Linden Library Processional Cross, c. 1772;RELIGIOUS_OBJECT;nathan58;341000;SOLD;2;15;2024-01-20;FALSE
100395;Red Bridge;PAINTING;sabrina.edwards;3525000;FULLY_SUBSCRIBED;2;15;2024-01-12;FALSE
100396;Seattle Railway Carriage Panel, 1924;TRANSPORTATION;heritagerowdecorativeartsarc;1920000;FULLY_SUBSCRIBED;2;15;2024-01-17;FALSE
100397;Meridian Studio Processional Cross, c. 1784;RELIGIOUS_OBJECT;jade.campbell;437000;SOLD;2;15;2024-01-09;FALSE
100398;Festival Mask with 1920 Collection Notes;ETHNOGRAPHIC_OBJECT;cole.thomas_director;1608000;FULLY_SUBSCRIBED;2;15;2023-12-20;FALSE
100399;Lucien Quinn, Study for Black Orchard, 1995;DRAWING;vanefamilyoffice;3192000;AVAILABLE;2;15;2024-01-25;FALSE
100400;Linden Library Archive, 1821–1851;ARCHIVAL_COLLECTION;harper.hernandez;561000;SOLD;2;15;2023-12-10;FALSE
100401;Brass Surveying Transit — Group 2;SCIENTIFIC_INSTRUMENT;foundrybennettfineobjects;1118000;SOLD;2;15;2024-01-18;FALSE
100402;Riverside Theatre Ceremonial Presentation Object, 1929;HISTORIC_OBJECT;howellartadvisory;457000;SALE_PENDING;2;15;2023-12-08;FALSE
100403;Milo Roth Precision Microscope, 1982;SCIENTIFIC_INSTRUMENT;emilia.cho;842000;SOLD;2;15;2024-01-20;FALSE
100404;Sofia Vale Exhibition Lamp Prototype, 1887;DESIGN_OBJECT;castillocollections;495000;SOLD;2;15;2023-12-04;FALSE
100405;Darius Caldwell, House at Low Tide, lithograph, 1870;PRINT;adamscollections;154000;SOLD;2;15;2023-12-11;FALSE
100406;Bay City Foundry Processional Cross, c. 1821;RELIGIOUS_OBJECT;dhale_family5;2297000;SOLD;2;15;2024-01-28;FALSE
100407;Mara Cole, River Bend, 1834;PAINTING;northbridgemuseumofmoderncra;1621000;SOLD;2;15;2024-01-19;FALSE
100408;Signed First Edition — Group 3;RARE_BOOK;cassidy.ito;150000;SOLD;2;15;2023-12-15;FALSE
100409;Festival Mask with 1905 Collection Notes;ETHNOGRAPHIC_OBJECT;ftran_westhave;587000;SOLD;2;15;2023-12-13;FALSE
100410;Arthur Ferrand Tour Outfit and Backstage Passes, 2010;MUSIC_MEMORABILIA;georgia_elli;774000;SOLD;2;15;2023-12-25;FALSE
100411;Westhaven Works Processional Banner, 1874;TEXTILE;valeheritagefund;1545000;SOLD;2;15;2023-12-26;FALSE
100412;Signed Tournament Racket — Group 2;SPORTS_MEMORABILIA;vivcross7;849000;SOLD;2;15;2024-01-05;FALSE
100413;Journal of the Los Angeles Expedition, 2001–2003;MANUSCRIPT;redcedarfolkartfoundation;510000;SOLD;2;15;2023-12-09;FALSE
100414;Granite Bay Film Society Ceremonial Presentation Object, 1772;HISTORIC_OBJECT;reese.wilson;153000;AVAILABLE;2;15;2024-01-15;FALSE
100415;Camille Dawson, Cloud over the Foundry, bronze, 1762;SCULPTURE;ftran_westhave;859000;SOLD;2;15;2023-12-18;FALSE
100416;Meridian Studio Ceremonial Presentation Object, 1779;HISTORIC_OBJECT;georgia_elli;343000;SOLD;2;15;2024-01-31;FALSE
100417;Early Personal Computer;TECHNOLOGY;priya.nelson;3203000;SOLD;2;15;2024-01-16;FALSE
100418;St. Elian Parish Control Panel, 1919;INDUSTRIAL_OBJECT;maplecrossinghistorichousefo;695000;AVAILABLE;2;15;2023-12-06;FALSE
100419;Miniature Effects Vehicle;FILM_PROP;tanglewoodfolkartarchive;334000;SOLD;2;15;2024-01-12;FALSE
100420;Carved Stone Door Surround;ARCHITECTURAL_ELEMENT;elias.garcia;108000;SOLD;2;15;2024-01-21;FALSE
100421;Rosa Caldwell Studio Ceramic Vessel Set, 1950;CERAMIC;zane.thomas;973000;SOLD;2;15;2024-01-23;FALSE
100422;Local Newspaper Photograph Archive — Group 5;ARCHIVAL_COLLECTION;ashlandestatecollection;1595000;FULLY_SUBSCRIBED;2;15;2024-01-25;FALSE
100423;Historic Restaurant Sign — Group 2;HISTORIC_OBJECT;wellingtonmaterialcultureins;186000;AVAILABLE;2;15;2023-12-15;FALSE
100424;Annotated Production Script, 1977;FILM_AND_MEDIA;sabrina.edwards;639000;SALE_PENDING;2;15;2024-01-15;FALSE
100425;Rafael Maren, Signal Field, bronze, 1921;SCULPTURE;HelenaVale;963000;SOLD;2;15;2024-01-15;FALSE
100426;Granite Bay Film Society Processional Banner, 1969;TEXTILE;felix.romero;808000;WITHDRAWN;2;15;2023-12-25;FALSE
