p_id,name,category,owned_by,est_value,status
296987,"Mara Ellis, Night Tram, 1889",PAINTING,AuggieVane,360000,AVAILABLE
298129,"Felix Roth, House at Low Tide, bronze, 1915",SCULPTURE,emilia.yoon,1705000,SOLD
298213,"St. Elian Parish Press, Illustrated First Edition, 1952",RARE_BOOK,rothartadvisory,100000,UNDER_REVIEW
299332,"Oakland Championship Match-Worn Jersey, 1914",SPORTS_MEMORABILIA,AuggieVane,1751000,SOLD
299617,Composer’s Working Notebook — Group 2,MANUSCRIPT,yasmin.roberts,514000,UNDER_OFFER
299768,Tour Stage Jacket — Group 2,FASHION,vcross_alt,566000,AVAILABLE
300000,"North Coast Railway Control Panel, 1922",INDUSTRIAL_OBJECT,georgia.park,139000,SUBMITTED
300408,Festival Mask with 1842 Collection Notes,ETHNOGRAPHIC_OBJECT,imani.thomas,435000,AVAILABLE
300591,Handwoven Wall Textile — Group 7,TEXTILE,granitehillmuseumoflocalindu,263000,UNDER_REVIEW
301740,Industrial Design Radio,DESIGN_OBJECT,georgia.lee,111000,INACTIVE
302192,Art Nouveau Pendant — Group 5,JEWELRY,celine.kapoor,446000,SUBMITTED
303148,"Felix Cole, Study for Market Morning, 1796",DRAWING,isaac.rivera,424000,AVAILABLE
304815,"Gold and Enamel Memorial Brooch, c. 1782",JEWELRY,theo.foster,642000,SOLD
304843,"Ansel Maren Couture Evening Coat, 1925",FASHION,choiartadvisory,992000,SOLD
305082,Theatre Lobby Bench,FURNITURE,cedarpointculturalmemoryproj,69000,INACTIVE
305713,Theatre Lobby Bench — Group 4,FURNITURE,leo.lane,292000,AVAILABLE
306491,"Noelle Bennett, Three Cypress Trees, 1987",PAINTING,fairmontdesignheritagecenter,1895000,SOLD
308372,Annotated Poetry Volume — Group 3,RARE_BOOK,priya.lane,1207000,SOLD
308427,"Amara Kwon, Harbour Series I, 1866",PAINTING,theo.foster,1725000,FULLY_SUBSCRIBED
308865,"Amara Vale, House at Low Tide, 1934",PAINTING,atlastaylorauctions,1247000,SOLD
308894,Market Morning — Group 2,PAINTING,highlandartistslegacytrust,733000,SOLD
309506,"Theo Novak, Three Cypress Trees, 1906",PAINTING,cedarpointculturalmemoryproj,983000,FULLY_SUBSCRIBED
309930,"Philadelphia Championship Match-Worn Jersey, 1981",SPORTS_MEMORABILIA,harper7,505000,SALE_PENDING
310033,Annotated Poetry Volume,RARE_BOOK,windermeredesignheritagecent,470000,INACTIVE
310616,"Cypress Observatory Processional Banner, 1762",TEXTILE,elmsteadculturalpreservation,1513000,FULLY_SUBSCRIBED
311830,"Mateo Voss, Cloud over the Foundry, 1825",PAINTING,keystonemillerauctions,195000,UNDER_REVIEW
312044,Runway Evening Dress — Group 2,FASHION,jonah.irwin,726000,SOLD
312584,"Valentina Morrow, Factory Window, bronze, 1830",SCULPTURE,ftran_westhave,645000,SOLD
312975,"Elias Cole, Studio with Copper Vessel, 2006",PAINTING,heritagerowmaterialculturein,252000,AVAILABLE
313147,"Orion Press Ceremonial Presentation Object, 1990",HISTORIC_OBJECT,yorkfieldfurnituredesignarch,271000,UNDER_OFFER
313878,Historic Concert Cello — Group 6,MUSICAL_INSTRUMENT,caleb.brooks,558000,UNDER_OFFER
313899,Community Ritual Mask — Group 3,ETHNOGRAPHIC_OBJECT,bishopheritagesales,163000,UNDER_REVIEW
315243,"Imani Bell Exhibition Lamp Prototype, 1981",DESIGN_OBJECT,foxgloveartistslegacytrust,397000,AVAILABLE
316249,"Cypress Observatory Control Panel, 1901",INDUSTRIAL_OBJECT,abigail.martinez,726000,INACTIVE
316446,Art Nouveau Pendant,JEWELRY,parkhurstceramicsmuseum,923000,INACTIVE
316873,"Bay City Foundry Processional Banner, 1897",TEXTILE,choiartadvisory,1000000,SOLD
318353,Historic Household Interior Group — Group 2,COLLECTION,oakhollowmuseumofappliedarts,742000,REJECTED
321584,"North Coast Railway Archive, 1873–1903",ARCHIVAL_COLLECTION,elmsteadculturalmemoryprojec,1072000,SOLD
322136,"Mara Kwon, Coastal Light, 1939",PAINTING,imani.reed,454000,AVAILABLE
322479,After the Storm Print,PRINT,priya.nelson,488000,SOLD
322718,"Cypress Observatory Press, Illustrated First Edition, 1791",RARE_BOOK,adamscollections,764000,SOLD
322752,"Orion Press Archive, 1949–1979",ARCHIVAL_COLLECTION,xavier.jacobs,987000,INACTIVE
322806,The Reading Room — Group 2,PAINTING,leo.lane,1663000,SOLD
323546,"Rowan Ortega, Cloud over the Foundry, bronze, 2013",SCULPTURE,eastgaterailwayhistorycenter,260000,AVAILABLE
324510,Coastal Light,PAINTING,reina.sullivan,457000,INACTIVE
324789,"Samuel Saito Exhibition Lamp Prototype, 1972",DESIGN_OBJECT,hearthstonefolkartarchive,535000,INACTIVE
324982,"Theo Saito, The Reading Room, bronze, 1832",SCULPTURE,yorkfieldfurnituredesignarch,484000,AVAILABLE
325381,"Cypress Observatory Ceremonial Presentation Object, 1935",HISTORIC_OBJECT,elmsteadhistoricalsociety,425000,AVAILABLE
326230,"Amara Foster Concert Violin, 2000",MUSICAL_INSTRUMENT,quarrylanemuseumofphotograph,1380000,FULLY_SUBSCRIBED
326320,"Samuel Ellis, Orchard Interior, bronze, 1843",SCULPTURE,whiteclifffolkartarchive,452000,INACTIVE
327239,Match-Worn Football Shirt,SPORTS_MEMORABILIA,silvermarshdecorativeartsarc,227000,INACTIVE
328768,After the Storm Sculpture,SCULPTURE,sofia.rivera,1151000,SOLD
330229,Blue Room with Fig Tree Print,PRINT,silvermarsharchitecturalheri,266000,AVAILABLE
330716,Signed Tournament Racket — Group 2,SPORTS_MEMORABILIA,tanglewoodfolkartarchive,849000,WITHDRAWN
330901,"Mercury Records Ceremonial Presentation Object, 1771",HISTORIC_OBJECT,hearthstonemuseumofappliedar,749000,SOLD
330957,Walnut Reading Chair — Group 7,FURNITURE,iris.knight,1213000,SOLD
331637,"Westhaven Works Material Culture Collection, 1998–2023",COLLECTION,zimmermancollections,576000,SALE_PENDING
331811,"Iris Caldwell Tour Outfit and Backstage Passes, 2013",MUSIC_MEMORABILIA,GrantMercer,865000,SOLD
332004,Machine Shop Sign — Group 2,INDUSTRIAL_OBJECT,howardfineobjects,406000,AVAILABLE
333633,Green Passage — Group 2,PAINTING,lorenzo.valdez,3507000,SOLD
333652,"Santiago Saito Couture Evening Coat, 1914",FASHION,hana.dubois,358000,AVAILABLE
333811,"Mara Morrow, Austin at Night, 1958",PHOTOGRAPH,atlascolemanadvisory,106000,UNDER_REVIEW
333816,"Henri Cartier-Bresson, Behind the Gare Saint-Lazare, 1932",PHOTOGRAPH,sofia.hayes,94000,INACTIVE
334341,"Rafael Bennett Precision Microscope, 1865",SCIENTIFIC_INSTRUMENT,stonefieldhistorichousefound,410000,AVAILABLE
334728,Theatre Lobby Bench — Group 3,FURNITURE,emilia.cho,751000,INACTIVE
335532,Ancient Coin Group — Group 2,ARCHAEOLOGICAL_OBJECT,chloe63,2140000,SOLD
335577,Closed Factory Neon Sign,INDUSTRIAL_OBJECT,aldergrovefurnituredesignarc,607000,INACTIVE
336440,Screen-Used Hero Prop — Group 5,FILM_PROP,southbankmaterialcultureinst,1064000,SOLD
337095,"Felix Ito Couture Evening Coat, 1975",FASHION,keystoneandersonauctions,1405000,SOLD
337370,"Camille Ito, Three Cypress Trees, bronze, 1793",SCULPTURE,lorenzo.ellis,1556000,SOLD
337806,"Amara Vale Tour Outfit and Backstage Passes, 2010",MUSIC_MEMORABILIA,meridianmillercollections,316000,UNDER_OFFER
337824,"Elias Cole Exhibition Lamp Prototype, 1889",DESIGN_OBJECT,granitehillmuseumoflocalindu,120000,INACTIVE
338175,Evening at the Quarry — Group 2,PAINTING,leo.ortiz,1574000,SOLD
338250,"Granite Bay Film Society Computing Prototype, 1990",TECHNOLOGY,nathan.hassan,895000,SOLD
340234,"Gabriel Ellis Exhibition Lamp Prototype, 1925",DESIGN_OBJECT,southbankmaritimeheritagemus,808000,WITHDRAWN
340529,"Rowan Roth, Richmond at Night, 1949",PHOTOGRAPH,zane.thomas,1664000,SOLD
341270,Art Deco Silver Tea Service,METALWORK,lana.mendez,188000,INACTIVE
342054,"Santiago Ingram, Harbour Series I, bronze, 1813",SCULPTURE,rothartadvisory,5505000,SOLD
342446,Mineral Specimen Cabinet,NATURAL_HISTORY,lorenzo.ellis,384000,UNDER_OFFER
342861,Le Mans Racing Steering Wheel,TRANSPORTATION,georgia.park,900000,PARTIALLY_SUBSCRIBED
342976,"Redwood Civic Association Archive, 1943–1973",ARCHIVAL_COLLECTION,stonefieldhistorichousefound,761000,INACTIVE
343640,"Orion Press Computing Prototype, 1979",TECHNOLOGY,quinn.cho,241000,REJECTED
343768,Walnut Reading Chair — Group 8,FURNITURE,DominicHale,371000,UNDER_REVIEW
343940,"Mara Cole, Studio with Copper Vessel, 1978",PAINTING,farah.stone,886000,PARTIALLY_SUBSCRIBED
344092,"Iris Novak, Winter Garden, 1976",PAINTING,imani.reed,241000,AVAILABLE
344566,Early Personal Computer — Group 5,TECHNOLOGY,santiago.monroe,834000,SOLD
345066,"Riverside Theatre Silver Presentation Service, 1884",METALWORK,greatlakesindustrialartsmuse,973000,FULLY_SUBSCRIBED
346481,"Celia Morrow Exhibition Lamp Prototype, 1951",DESIGN_OBJECT,valeheritagefund,1420000,SOLD
347055,"Camille Saito, House at Low Tide, 2004",PAINTING,mina.singh,361000,AVAILABLE
348012,"Harcourt Estate Archive, 1881–1911",ARCHIVAL_COLLECTION,eastgateindustrialartsmuseum,429000,AVAILABLE
348359,Studio Ceramic Vessel Set — Group 12,CERAMIC,amir.miller,144000,SALE_PENDING
348560,"Sofia Quinn, Market Morning, 1825",PAINTING,harper.hernandez,598000,INACTIVE
349216,"Elena Navarro Concert Violin, 1695",MUSICAL_INSTRUMENT,akira.bennett,659000,SOLD
351386,"Westhaven Works Computing Prototype, 2007",TECHNOLOGY,cedarpointculturalmemoryproj,1563000,FULLY_SUBSCRIBED
351455,"Valentina Ito, Study for Signal Field, 1778",DRAWING,willowmererailwayhistorycent,500000,SOLD
353055,"St. Elian Parish Processional Banner, 1862",TEXTILE,elmsteadhistoricalsociety,415000,UNDER_REVIEW
353680,"Elias Serrat, Philadelphia at Night, 1840",PHOTOGRAPH,MWexler,1019000,SOLD
354328,"Helen Frankenthaler, Untitled, 1965",PAINTING,hearthstonemuseumofappliedar,1141000,INACTIVE
354565,Exploration Journal,MANUSCRIPT,reina.rivera,292000,INACTIVE
354855,"Detroit Botanical Specimen Collection, 1803",NATURAL_HISTORY,isaac.rivera,4805000,FULLY_SUBSCRIBED
354893,Studio Ceramic Vessel Set,CERAMIC,chloe.singh,69000,INACTIVE
355837,"Sofia Roth, The Long Platform, bronze, 1860",SCULPTURE,windermeremuseumofmoderncraf,954000,PARTIALLY_SUBSCRIBED
356739,Evening at the Quarry — Group 3,PAINTING,chloe.shah,1078000,SOLD
359295,The North Courtyard Print,PRINT,quarrylanecraftpreservations,80000,INACTIVE
359450,"Celia Alvarez, Orchard Interior, lithograph, 1951",PRINT,elmsteadculturalpreservation,198000,INACTIVE
359600,Red Bridge Print,PRINT,ashlandestatecollection,309000,INACTIVE
359673,"Screen-Used Study for a Procession Prop, 1933",FILM_PROP,fairmontmaritimeheritagemuse,1591000,FULLY_SUBSCRIBED
360014,Early Scientific Treatise — Group 4,RARE_BOOK,cassidy.ito,621000,SOLD
360047,Original Animation Cells from a 1940s Feature Film,FILM_AND_MEDIA,juniperridgeartistslegacytru,137000,AVAILABLE
360420,"Elias Ingram, Black Orchard, 1802",PAINTING,lana.mendez,1727000,INACTIVE
361655,"Mercury Records Processional Banner, 1780",TEXTILE,westhavencraftpreservationso,138000,INACTIVE
361964,"Granite Bay Film Society Material Culture Collection, 1851–1876",COLLECTION,emilia.cho,756000,SOLD
362183,Winter Garden,PAINTING,rosemonthistoricalsociety,1236000,FULLY_SUBSCRIBED
362684,"Portland Botanical Specimen Collection, 1962",NATURAL_HISTORY,aldergrovefurnituredesignarc,799000,SOLD
363357,The North Courtyard,PAINTING,abigail.martinez,1223000,INACTIVE
363510,"Orion Press Ceremonial Presentation Object, 1834",HISTORIC_OBJECT,caleb.brooks,367000,UNDER_OFFER
364070,"Noelle Bennett Tour Outfit and Backstage Passes, 1969",MUSIC_MEMORABILIA,farah.stone,720000,SOLD
364638,"Amina Kapoor, The Reading Room, 1925",PAINTING,castillocollections,619000,SOLD
365186,"New Orleans Botanical Specimen Collection, 1774",NATURAL_HISTORY,georgia.lee,939000,PARTIALLY_SUBSCRIBED
365418,Winter Garden Sculpture,SCULPTURE,harborlightmuseumofprintedar,650000,SOLD
366846,Composer’s Working Notebook — Group 3,MANUSCRIPT,abigail.morgan,377000,SUBMITTED
366865,"Elena Caldwell, Philadelphia at Night, 1952",PHOTOGRAPH,andersonheritagesales,558000,UNDER_REVIEW
366970,Original Animation Cell Set,FILM_AND_MEDIA,parkhurstceramicsmuseum,463000,AVAILABLE
367033,"Iron Meteorite, 42 kg",NATURAL_HISTORY,cassidy.ito,857000,INACTIVE
367380,Cloud over the Foundry Print,PRINT,redcedarfolkartfoundation,771000,WITHDRAWN
367688,"Survey Map of Denver, 1816",MAP,cedarpointculturalmemoryproj,1150000,FULLY_SUBSCRIBED
370081,Historic Concert Cello — Group 2,MUSICAL_INSTRUMENT,granitehillbotanicalheritage,212000,AVAILABLE
370127,Factory Window,PAINTING,tanglewoodmuseumofmoderncraf,221000,INACTIVE
370253,"Elena Quinn Tour Outfit and Backstage Passes, 1953",MUSIC_MEMORABILIA,lana.mendez,956000,PARTIALLY_SUBSCRIBED
370598,"Harcourt Estate Control Panel, 1911",INDUSTRIAL_OBJECT,TheoKincaid,490000,WITHDRAWN
370847,"Meridian Studio Processional Cross, c. 1784",RELIGIOUS_OBJECT,cassidy.ito,437000,AVAILABLE
371499,Boston Photographic Album,PHOTOGRAPH,eastgateindustrialartsmuseum,217000,AVAILABLE
371793,"Screen-Used Market Morning Prop, 1936",FILM_PROP,longfellowestatecollection,467000,UNDER_REVIEW
372303,"Jonas Cole, Cloud over the Foundry, lithograph, 1893",PRINT,oakhollowmuseumofappliedarts,289000,AVAILABLE
373033,Tour Outfit — Group 4,MUSIC_MEMORABILIA,kara.martin,935000,SOLD
373768,Public Transit Destination Sign — Group 4,TRANSPORTATION,martinheritagesales,1399000,SOLD
374062,"Orion Press Ceremonial Presentation Object, 1906",HISTORIC_OBJECT,juniperridgepublicartconserv,427000,INACTIVE
374464,Political Campaign Banner — Group 3,HISTORIC_OBJECT,blair.kaur,744000,SOLD
374638,"Gabriel Ito Concert Violin, 1811",MUSICAL_INSTRUMENT,rosemonthistoricalsociety,2975000,SOLD
375584,Cloud over the Foundry — Group 2,PAINTING,gianna.jensen,1224000,SOLD
376712,Art Nouveau Sapphire Dragonfly Brooch,JEWELRY,orchardhousecommunityartsfou,1336000,INACTIVE
378256,Green Passage — Group 3,PAINTING,farah.stone,271000,UNDER_REVIEW
379961,"Rafael Dawson, Coastal Light, lithograph, 1824",PRINT,copperlinemuseumofphotograph,1656000,SOLD
381122,Night Tram,PAINTING,henry.reed,862000,WITHDRAWN
382847,Bon Jovi Slippery When Wet Tour Outfit,MUSIC_MEMORABILIA,stonefieldpublicartconservan,426000,INACTIVE
384585,Baltimore Photographic Album,PHOTOGRAPH,hana.dubois,144000,UNDER_REVIEW
385852,Championship Boxing Gloves,SPORTS_MEMORABILIA,brookfieldarchitecturalherit,414000,AVAILABLE
386802,"Bay City Foundry Stained-Glass Window, 1799",ARCHITECTURAL_ELEMENT,priya.lane,1765000,FULLY_SUBSCRIBED
387376,"Jonas Morrow, Salt Marsh at Dusk, bronze, 2018",SCULPTURE,zane.flores_director,454000,AVAILABLE
390465,"Gold and Enamel Memorial Brooch, c. 1825",JEWELRY,tanglewoodmuseumofmoderncraf,1771000,FULLY_SUBSCRIBED
390607,Industrial Design Radio — Group 3,DESIGN_OBJECT,croth_alt,328000,UNDER_REVIEW
390772,"Amina Alvarez, The Reading Room, 1825",PAINTING,amir.miller,1114000,FULLY_SUBSCRIBED
390964,"Amara Serrat Exhibition Lamp Prototype, 2007",DESIGN_OBJECT,ethan.knight,136000,INACTIVE
390999,"St. Elian Parish Silver Presentation Service, 1993",METALWORK,croth_alt,322000,SALE_PENDING
391227,Family Correspondence Archive,ARCHIVAL_COLLECTION,longfellowestatecollection,238000,INACTIVE
392750,Closed Theatre Records,ARCHIVAL_COLLECTION,ashlandestatecollection,125000,INACTIVE
393906,Jazz Club Upright Piano — Group 6,MUSICAL_INSTRUMENT,vivienne.cross,72000,UNDER_REVIEW
394135,"Mateo Navarro Exhibition Lamp Prototype, 1936",DESIGN_OBJECT,parkhurstcommunityartsfounda,478000,WITHDRAWN
395487,Stained-Glass Study Panel,GLASS,theo.foster,340000,INACTIVE
395739,Portland Photographic Album,PHOTOGRAPH,kai.romero,217000,INACTIVE
396043,"Elena Havel Concert Violin, 1650",MUSICAL_INSTRUMENT,GrantMercer,997000,SOLD
396189,"Santiago Kwon Couture Evening Coat, 2016",FASHION,ari.turner,556000,UNDER_OFFER
396597,"Priya Desai, Blue Room with Fig Tree, bronze, 1826",SCULPTURE,vivian.reyes_finance,1496000,SOLD
397049,"Cypress Observatory Processional Cross, c. 1936",RELIGIOUS_OBJECT,abigail.lee_curator,498000,SOLD
397770,"Screen-Used Red Bridge Prop, 2010",FILM_PROP,brookfieldarchitecturalherit,626000,SOLD
399002,"Nadia Bennett Concert Violin, 1700",MUSICAL_INSTRUMENT,xavier.jacobs,948000,INACTIVE
399216,"Imani Bennett Exhibition Lamp Prototype, 1891",DESIGN_OBJECT,nadia_whitmore,927000,SOLD
400078,"Seattle Railway Carriage Panel, 1924",TRANSPORTATION,heritagerowdecorativeartsarc,1920000,FULLY_SUBSCRIBED
400528,"Harcourt Estate Painted Stage Backdrop, 1989",THEATRE_OBJECT,yorkfieldfurnituredesignarch,322000,INACTIVE
401353,"Westhaven Works Archive, 1817–1847",ARCHIVAL_COLLECTION,julia.roberts,1329000,INACTIVE
402121,"Journal of the Denver Expedition, 1759–1761",MANUSCRIPT,tanglewoodculturalmemoryproj,2004000,FULLY_SUBSCRIBED
402428,Fossil Fish Slab,NATURAL_HISTORY,delilah.kim,758000,REJECTED
405172,"Nadia Ortega Couture Evening Coat, 1915",FASHION,norrisfineobjects,284000,AVAILABLE
405480,"Gabriel Quinn, Evening at the Quarry, 1838",PAINTING,keystonepatelfineobjects,318000,AVAILABLE
406283,"Denver Championship Match-Worn Jersey, 1909",SPORTS_MEMORABILIA,serena.huang,347000,UNDER_OFFER
406689,"Mateo Voss Couture Evening Coat, 1931",FASHION,cole.thomas_director,627000,INACTIVE
406929,"Los Angeles Railway Carriage Panel, 1962",TRANSPORTATION,priya.nelson,1047000,FULLY_SUBSCRIBED
407136,"Orion Press Processional Banner, 1873",TEXTILE,granitehillbotanicalheritage,408000,INACTIVE
408841,"Sofia Ferrand Tour Outfit and Backstage Passes, 1954",MUSIC_MEMORABILIA,heritagerowmaterialculturein,418000,UNDER_OFFER
408921,"Lucien Roth, Savannah at Night, 1915",PHOTOGRAPH,kai.romero,189000,INACTIVE
409505,"Diane Arbus, Identical Twins, Roselle, New Jersey, 1967",PHOTOGRAPH,fairmontmaritimeheritagemuse,345000,INACTIVE
409988,"Jonas Kapoor, House at Low Tide, bronze, 1769",SCULPTURE,celine.irwin,1622000,FULLY_SUBSCRIBED
410026,"Noelle Caldwell Library Chair, 1797",FURNITURE,mina.singh,1329000,SOLD
410384,"Elena Ito, Green Passage, 1897",PAINTING,norrisfineobjects,366000,UNDER_REVIEW
410735,"Meridian Studio Silver Presentation Service, 1854",METALWORK,elliscollections,569000,AVAILABLE
410984,Textile Mill Time Clock,INDUSTRIAL_OBJECT,tanglewoodculturalmemoryproj,366000,INACTIVE
411788,"Meridian Studio Press, Illustrated First Edition, 1839",RARE_BOOK,wexlercollection,314000,AVAILABLE
412330,Stained-Glass Study Panel — Group 5,GLASS,ironwoodcraftpreservatio_org,670000,SOLD
412662,"Journal of the New York Expedition, 1879–1881",MANUSCRIPT,PriyaSethi,1864000,WITHDRAWN
413126,"Westhaven Works Press, Illustrated First Edition, 1823",RARE_BOOK,keira.nguyen,808000,SOLD
413898,"Ansel Vale, Salt Marsh at Dusk, 1968",PAINTING,rosemonthistoricalsociety,1915000,SOLD
414973,"Orion Press Computing Prototype, 1994",TECHNOLOGY,harper.hernandez,737000,REJECTED
417015,"Mara Kapoor, Santa Clara at Night, 1856",PHOTOGRAPH,HelenaVale,248000,UNDER_OFFER
417105,Local Newspaper Photograph Archive — Group 9,ARCHIVAL_COLLECTION,mina.singh,715000,SOLD
418723,"Mercury Records Press, Illustrated First Edition, 1821",RARE_BOOK,priya.lane,1567000,FULLY_SUBSCRIBED
419329,"Santiago Ito, House at Low Tide, 1753",PAINTING,celine.irwin,1938000,FULLY_SUBSCRIBED
419349,"Camille Maren Tour Outfit and Backstage Passes, 1976",MUSIC_MEMORABILIA,lorenzo.xu,525000,AVAILABLE
421361,Concert Poster Archive — Group 2,MUSIC_MEMORABILIA,eastgaterailwayhistorycenter,257000,AVAILABLE
422171,"Gold and Enamel Memorial Brooch, c. 1925",JEWELRY,pineharborrailwayhistorycent,771000,WITHDRAWN
422596,The North Courtyard Sculpture,SCULPTURE,vivian.reyes_finance,763000,SOLD
423122,Railway Station Clock,TRANSPORTATION,juniperridgepublicartconserv,6910000,FULLY_SUBSCRIBED
423402,"Mara Kapoor Library Chair, 1922",FURNITURE,naomi.campbell,335000,AVAILABLE
424518,"Orion Press Ceremonial Presentation Object, 1799",HISTORIC_OBJECT,eastgatefolkartarchive,192000,SUBMITTED
424564,"Riverside Theatre Silver Presentation Service, 1767",METALWORK,chloe.singh,250000,AVAILABLE
424755,"Mara Cole, River Bend, 1834",PAINTING,quinn.cho,1621000,FULLY_SUBSCRIBED
425644,"Elena Mercer Concert Violin, 1848",MUSICAL_INSTRUMENT,yara.flores,2272000,SOLD
426042,"Harcourt Estate Processional Cross, c. 1778",RELIGIOUS_OBJECT,harper.hernandez,266000,SALE_PENDING
426264,"Mercury Records Archive, 1977–2007",ARCHIVAL_COLLECTION,copperlinemuseumofphotograph,3404000,FULLY_SUBSCRIBED
426957,"Elena Vale, Study for Signal Field, 2007",DRAWING,felix.romero,271000,RESERVED
427890,Match-Worn Football Shirt — Group 6,SPORTS_MEMORABILIA,franklincollections,1879000,SOLD
432357,"Elias Quinn Library Chair, 1991",FURNITURE,georgia.lee,284000,INACTIVE
433218,"Meridian Studio Computing Prototype, 2015",TECHNOLOGY,christian.tran,1975000,SOLD
433779,Theatre Lobby Bench — Group 2,FURNITURE,eastgateindustrialartsmuseum,257000,INACTIVE
434245,Orchard Interior Sculpture,SCULPTURE,emilia.cho,4683000,FULLY_SUBSCRIBED
434579,"Joan Miró, Le Lézard aux plumes d’or, 1971",PRINT,theo.foster,63000,INACTIVE
434591,"Pablo Picasso, Étude de tête, 1962",DRAWING,amir.saito_director,274000,AVAILABLE
434681,"Screen-Used Orchard Interior Prop, 2003",FILM_PROP,harborlightdecorativeartsarc,218000,UNDER_REVIEW
435112,"Westhaven Works Material Culture Collection, 1849–1874",COLLECTION,northbridgemuseumofmoderncra,103000,INACTIVE
435762,"Felix Bennett, Green Passage, bronze, 1891",SCULPTURE,zane.quinn,471000,UNDER_REVIEW
435863,Black Orchard Study,DRAWING,foxgloveartistslegacytrust,637000,SOLD
436214,"Screen-Used Market Morning Prop, 1961",FILM_PROP,silvermarshdecorativeartsarc,127000,AVAILABLE
436679,"San Jose Championship Match-Worn Jersey, 1895",SPORTS_MEMORABILIA,vivienne.cross,217000,UNDER_OFFER
437544,Historic Concert Cello — Group 3,MUSICAL_INSTRUMENT,quinn.cho,242000,AVAILABLE
437825,"Valentina Serrat, Salt Marsh at Dusk, lithograph, 1935",PRINT,mwexler_alt,550000,SUBMITTED
439243,"San Jose Championship Match-Worn Jersey, 1924",SPORTS_MEMORABILIA,harper.ellis,750000,SOLD
440050,"Amara Roth, The Reading Room, 1883",PAINTING,mwexler_alt,240000,UNDER_REVIEW
440393,"Celia Serrat Exhibition Lamp Prototype, 1941",DESIGN_OBJECT,nadia_whitmore,141000,UNDER_REVIEW
440509,Red Bridge,PAINTING,sabrina.edwards,3525000,FULLY_SUBSCRIBED
441118,"Detroit Championship Match-Worn Jersey, 2000",SPORTS_MEMORABILIA,camila.park,1094000,SOLD
442373,"Camille Morrow Tour Outfit and Backstage Passes, 2000",MUSIC_MEMORABILIA,AuggieVane,560000,UNDER_REVIEW
442746,The Long Platform Sculpture,SCULPTURE,martinheritagesales,402000,AVAILABLE
443379,"Samuel Roth Studio Ceramic Vessel Set, 1933",CERAMIC,highlandartistslegacytrust,323000,INACTIVE
444000,Historic Restaurant Sign — Group 6,HISTORIC_OBJECT,keira.nguyen,193000,UNDER_REVIEW
446147,"Felix Ferrand, Standing Form, bronze, 1927",SCULPTURE,highlandartistslegacytrust,709000,SOLD
446192,"Redwood Civic Association Computing Prototype, 1995",TECHNOLOGY,redcedarfolkartfoundation,788000,WITHDRAWN
446505,Savannah Photographic Album,PHOTOGRAPH,leo.lane,911000,PARTIALLY_SUBSCRIBED
446534,"Cypress Observatory Stained-Glass Window, 1926",ARCHITECTURAL_ELEMENT,HelenaVale,403000,UNDER_REVIEW
447037,"Riverside Theatre Computing Prototype, 1999",TECHNOLOGY,celine.norris,281000,AVAILABLE
447877,Santa Clara Photographic Album,PHOTOGRAPH,zane.thomas,84000,AVAILABLE
449934,"Sofia Serrat, River Bend, 1888",PAINTING,isabel.carter,457000,INACTIVE
450413,Festival Mask with 1920 Collection Notes,ETHNOGRAPHIC_OBJECT,cole.thomas_director,1608000,FULLY_SUBSCRIBED
452802,"Gabriel Mercer, Factory Window, bronze, 1815",SCULPTURE,robertsheritagesales,3425000,SOLD
453246,"Henri Matisse, Icare from Jazz, 1947",PRINT,lana.vasquez,234000,INACTIVE
454701,Standing Form Print,PRINT,emilia.cho,758000,SOLD
455580,Folk Costume Ensemble,ETHNOGRAPHIC_OBJECT,malik.johnson,2255000,FULLY_SUBSCRIBED
457955,Carved Festival Mask with 1930s Field Notes,ETHNOGRAPHIC_OBJECT,southbanktextilearchive,213000,AVAILABLE
458259,"Annotated Production Script, 2018",FILM_AND_MEDIA,keystonepatelfineobjects,510000,SALE_PENDING
458877,"Rafael Ito, River Bend, bronze, 1885",SCULPTURE,farah.stone,6283000,FULLY_SUBSCRIBED
459164,"Granite Bay Film Society Ceremonial Presentation Object, 1772",HISTORIC_OBJECT,reese.wilson,153000,AVAILABLE
459567,"Elena Voss, Baltimore at Night, 1988",PHOTOGRAPH,eastgaterailwayhistorycenter,103000,AVAILABLE
459898,"Baltimore Botanical Specimen Collection, 1906",NATURAL_HISTORY,reina.sullivan,192000,UNDER_REVIEW
460471,Studio Ceramic Collection — Group 3,COLLECTION,reese.wilson,681000,SOLD
461499,Winter Garden — Group 2,PAINTING,javier.hayes,350000,UNDER_REVIEW
461551,"Screen-Used Black Orchard Prop, 1990",FILM_PROP,windermeredesignheritagecent,1262000,FULLY_SUBSCRIBED
461839,Festival Vestment Set,RELIGIOUS_OBJECT,sofia.rivera,1839000,FULLY_SUBSCRIBED
463000,"Santiago Quinn Concert Violin, 1965",MUSICAL_INSTRUMENT,rosemontmuseumofmoderncraftd,960000,PARTIALLY_SUBSCRIBED
463702,"Leila Maren Couture Evening Coat, 1955",FASHION,windermeremuseumofmoderncraf,4278000,SOLD
465230,"Elena Havel Concert Violin, 1772",MUSICAL_INSTRUMENT,emilia.ortiz,430000,UNDER_OFFER
465276,Roman Domestic Vessel,ARCHAEOLOGICAL_OBJECT,celine.irwin,139000,AVAILABLE
