exp_id;amount;d_id;description;date;requested_by;approved_by
500539;2400.00;2120;Engineering tools - Nov 2023;2023-11-21;37959476;23070303
500545;1163.14;6110;Accounting support - Nov 2023;2023-11-21;23062301;63336966
500402;5153.16;4200;Asset transport and handling;2023-11-22;60706330;26887263
500429;1461.39;7100;Support contractor coverage;2023-11-22;95209691;64166280
500461;504.20;6200;Employee onboarding - Nov 2023;2023-11-22;33098996;63336966
500431;330.00;2120;Engineering tools - Nov 2023;2023-11-23;72738553;23070303
500432;240.00;2120;Engineering tools - Nov 2023;2023-11-23;37959476;64166280
500465;1210.00;6200;Employee onboarding - Nov 2023;2023-11-23;33098996;23062301
500518;5543.54;6200;Recruitment services - Nov 2023;2023-11-23;33098996;60706330
500442;6560.00;2300;External security review;2023-11-24;26887263;23062302
500469;3540.00;2300;External security review;2023-11-24;26887263;23062302
500534;18137.50;6200;Recruitment services - Nov 2023;2023-11-24;33098996;64166280
500494;5180.00;6200;Recruitment services - Nov 2023;2023-11-25;33098996;26887263
500526;480.00;2120;Engineering tools - Nov 2023;2023-11-25;69733054;23062301
500449;3920.00;2120;Cloud infrastructure - Nov 2023;2023-11-26;37959476;23062301
500408;1911.31;7200;Paid media campaign - Nov 2023;2023-11-27;23070303;60706330
500421;2718.37;6120;Transaction processing support - Nov 2023;2023-11-27;87658927;23062301
500424;4781.18;2120;Production hosting - traffic expansion;2023-11-27;10945904;NULL
500504;1390.00;6200;Workplace supplies - Nov 2023;2023-11-27;33098996;64166280
500523;3470.00;7200;Paid media campaign - Nov 2023;2023-11-27;23070303;60706330
500423;4859.90;6200;Recruitment services - Nov 2023;2023-11-28;33098996;63336966
500459;3740.00;2120;Production hosting - traffic expansion;2023-11-28;10945904;23062302
500464;1930.00;4200;Asset transport and handling;2023-11-28;60706330;23062301
500491;690.00;2120;Cloud infrastructure - Nov 2023;2023-11-28;37959476;63336966
500530;4110.00;6200;Recruitment services - Nov 2023;2023-11-28;33098996;23062302
500537;2280.00;7100;Support contractor coverage;2023-11-29;95209691;64166280
500410;6699.08;7200;Communications advisory - Nov 2023;2023-11-30;23070303;23062301
500419;12200.00;6200;Recruitment services - Nov 2023;2023-11-30;33098996;64166280
500435;387.67;7100;Temporary customer support coverage;2023-11-30;95209691;26887263
500447;3134.78;6200;Recruitment services - Nov 2023;2023-11-30;33098996;23062301
500453;8350.00;5100;Outside counsel - supplier agreement;2023-11-30;23062301;23062302
500484;4669.77;2120;Additional cloud capacity - November;2023-11-30;22619675;23062301
500497;1400.00;7100;Temporary customer support coverage;2023-11-30;95209691;23062302
500437;2450.00;6120;Transaction processing support - Dec 2023;2023-12-01;87658927;23062301
500489;3290.00;2300;External security review;2023-12-01;26887263;23070303
500501;3130.00;7100;Temporary customer support coverage;2023-12-01;95209691;60706330
500540;1920.00;5200;Buyer verification services - Dec 2023;2023-12-01;23070303;23062302
500455;2231.00;7200;Paid media campaign - Dec 2023;2023-12-04;23070303;23062302
500496;7570.00;5100;Outside counsel - corporate matters;2023-12-04;23062301;23070303
500498;1170.00;6200;Recruitment services - Dec 2023;2023-12-04;33098996;23070303
500531;7180.00;2300;External security review;2023-12-04;84921849;23062301
500420;1830.00;5100;Outside counsel - commercial terms;2023-12-05;23062301;63336966
500456;358.61;2120;Cloud infrastructure - Nov 2023;2023-12-05;10945904;23070303
500468;946.91;7100;Support contractor coverage;2023-12-05;95209691;23062302
500513;2130.00;2120;Additional cloud capacity - November;2023-12-05;10945904;23062301
500399;365.85;2120;Engineering tools - Dec 2023;2023-12-06;22619675;23070303
500400;2093.23;6120;Transaction processing support - Dec 2023;2023-12-06;87658927;60706330
500471;5260.00;7200;Communications advisory - Dec 2023;2023-12-06;23070303;23062301
500483;2789.45;6110;Accounting support - Dec 2023;2023-12-06;23062301;64166280
500521;6620.00;5200;verification;2023-12-06;59497116;23062301
500463;6600.00;7200;Paid media campaign - Dec 2023;2023-12-07;23070303;63336966
500488;950.00;2120;Additional cloud capacity - November;2023-12-07;22619675;23070303
500502;930.00;7200;Paid media campaign - Dec 2023;2023-12-07;23070303;23062302
500508;2430.00;6200;Recruitment services - Dec 2023;2023-12-07;33098996;NULL
500514;540.00;4200;Asset transport and handling;2023-12-07;60706330;26887263
500533;1000.00;2120;Production hosting - traffic expansion;2023-12-07;26887263;23062302
500398;978.71;7100;Support contractor coverage;2023-12-08;95209691;23070303
500441;4400.00;7100;Support contractor coverage;2023-12-09;95209691;23062301
500516;12720.00;7200;Communications advisory - Dec 2023;2023-12-09;23070303;64166280
500522;11080.00;7200;Communications advisory - Dec 2023;2023-12-09;23070303;60706330
500480;15050.00;7200;Communications advisory - Dec 2023;2023-12-10;23070303;60706330
500506;1490.00;6200;Employee onboarding - Dec 2023;2023-12-10;33098996;63336966
500396;3870.00;2300;External security review;2023-12-11;26887263;23121126
500425;1320.00;6200;Recruitment services - Dec 2023;2023-12-11;33098996;63336966
500451;1169.04;2120;Cloud infrastructure - Nov 2023;2023-12-11;10945904;23062301
500474;4510.00;7200;Paid media campaign - Dec 2023;2023-12-11;23070303;23062302
500495;5033.94;7100;Temporary customer support coverage;2023-12-11;95209691;23070303
500505;1740.00;6120;Transaction processing support - Dec 2023;2023-12-11;87658927;23062302
500414;2640.00;7200;Paid media campaign - Dec 2023;2023-12-12;23070303;23062301
500448;1040.00;2300;External security review;2023-12-12;26887263;64166280
500482;1300.19;6200;Workplace supplies - Dec 2023;2023-12-12;33098996;23070303
500519;5840.00;7200;Communications advisory - Dec 2023;2023-12-12;23070303;60706330
500544;760.00;7100;Temporary customer support coverage;2023-12-12;95209691;23062301
500486;1799.53;6200;employee setup;2023-12-13;33098996;23062301
500525;1110.00;7200;Paid media campaign - Dec 2023;2023-12-13;23070303;23121126
500397;11150.00;6200;recruiter;2023-12-14;33098996;23062301
500426;1210.00;6200;Employee onboarding - Dec 2023;2023-12-14;33098996;23070303
500478;4840.00;6200;Recruitment services - Dec 2023;2023-12-14;33098996;23121126
500527;27530.00;7200;Communications advisory - Dec 2023;2023-12-14;23070303;23062301
500417;3460.00;6200;Workplace supplies - Dec 2023;2023-12-15;33098996;23070303
500443;1790.00;2120;Cloud infrastructure - Nov 2023;2023-12-15;37959476;26887263
500446;550.00;2120;Production hosting - traffic expansion;2023-12-15;69733054;23062302
500450;3588.28;5200;verification;2023-12-15;59497116;23121126
500472;1750.00;7100;Client support platform - Nov 2023;2023-12-15;95209691;59497116
500536;6610.00;4200;Asset transport and handling;2023-12-15;60706330;23062301
500524;6220.00;7100;Temporary customer support coverage;2023-12-16;11194139;64166280
500406;199.11;2120;Engineering tools - Dec 2023;2023-12-18;69733054;23070303
500428;1510.00;5200;Buyer verification services - Dec 2023;2023-12-18;59497116;23121126
500517;2780.00;6200;Workplace supplies - Dec 2023;2023-12-18;33098996;63336966
500407;5000.00;5100;Outside counsel - platform terms;2023-12-19;59497116;11194139
500412;3407.18;6120;Transaction processing support - Dec 2023;2023-12-19;87658927;NULL
500507;640.00;2120;Engineering tools - Dec 2023;2023-12-19;26887263;23121126
500515;1190.00;6200;Workplace supplies - Dec 2023;2023-12-19;33098996;63336966
500541;15660.00;4200;Asset transport and handling;2023-12-19;63336966;23062302
500542;490.00;2120;Additional cloud capacity - November;2023-12-19;26887263;59497116
500422;720.00;6200;Recruitment services - Dec 2023;2023-12-20;33098996;23062301
500493;2741.17;6200;recruiter;2023-12-20;33098996;23062301
500511;13600.00;7100;Client support platform - Nov 2023;2023-12-20;95209691;23062302
500413;4880.00;6200;Recruitment services - Dec 2023;2023-12-21;33098996;23062301
500434;6670.00;7100;Client support platform - Nov 2023;2023-12-21;79784072;23062301
500445;5670.00;4200;Asset transport and handling;2023-12-21;60706330;23121126
500452;190.63;2120;Production hosting - traffic expansion;2023-12-21;84921849;23062301
500503;7510.00;6200;Recruitment services - Dec 2023;2023-12-21;33098996;23121126
500529;580.00;6120;Transaction processing support - Dec 2023;2023-12-21;37959476;23062301
500401;7500.00;4200;Asset transport and handling;2023-12-22;63336966;23070303
500403;16380.00;4200;Asset transport and handling;2023-12-22;63336966;23121126
500404;1910.00;2120;Cloud infrastructure - Nov 2023;2023-12-22;22619675;26887263
500430;5250.00;7200;Communications advisory - Dec 2023;2023-12-22;11194139;23121126
500439;12212.38;5100;Outside counsel - commercial terms;2023-12-22;59497116;23070303
500444;2710.00;6200;Recruitment services - Dec 2023;2023-12-22;33098996;64166280
500475;3646.33;6200;Recruitment services - Dec 2023;2023-12-22;33098996;23070303
500509;4200.00;4200;Asset transport and handling;2023-12-22;63336966;23062301
500473;1120.00;2120;Additional cloud capacity - November;2023-12-24;22619675;23070303
500440;700.00;2120;Cloud infrastructure - Nov 2023;2023-12-25;90903063;59497116
500457;1916.76;6200;Workplace supplies - Dec 2023;2023-12-25;33098996;23062301
500411;1920.00;2120;Engineering tools - Dec 2023;2023-12-26;72738553;26887263
500436;22900.00;7200;Paid media campaign - Dec 2023;2023-12-26;11194139;23062301
500460;430.00;2120;Additional cloud capacity - November;2023-12-26;72738553;59497116
500466;2250.00;7200;Paid media campaign - Dec 2023;2023-12-26;23070303;26887263
500485;17300.00;4200;Asset transport and handling;2023-12-26;63336966;64166280
500499;3146.17;6200;Employee onboarding - Dec 2023;2023-12-26;33098996;64166280
500512;2374.59;2120;Production hosting - traffic expansion;2023-12-26;22619675;11194139
500543;760.00;2120;Engineering tools - Dec 2023;2023-12-26;10945904;11194139
500418;1130.00;6200;Employee onboarding - Dec 2023;2023-12-27;23070303;60706330
500492;7970.00;7200;Communications advisory - Dec 2023;2023-12-27;23070303;59497116
500415;1710.53;6110;Accounting support - Dec 2023;2023-12-28;48499646;11194139
500416;468.93;7100;Temporary customer support coverage;2023-12-28;95209691;63336966
500462;4206.07;6120;Transaction processing support - Dec 2023;2023-12-28;37959476;64166280
500477;6470.00;6200;Recruitment services - Dec 2023;2023-12-28;23070303;23062301
500528;1260.00;6200;Recruitment services - Dec 2023;2023-12-28;23070303;23062301
500405;690.00;6200;Employee onboarding - Dec 2023;2023-12-29;23070303;23062301
500433;14180.00;7100;Temporary customer support coverage;2023-12-29;79784072;23062301
500438;680.00;2120;dev tools;2023-12-29;37959476;23062301
500467;930.00;6120;Transaction processing support - Dec 2023;2023-12-29;37959476;23121126
500476;450.00;7100;Temporary customer support coverage;2023-12-29;11194139;23062301
500481;9027.09;5100;Outside counsel - asset custody;2023-12-29;59497116;11194139
500487;14325.08;5100;Outside counsel - privacy and compliance;2023-12-29;59497116;23121126
500532;1420.00;2120;Additional cloud capacity - November;2023-12-29;84921849;23121126
500535;5861.74;6200;Recruitment services - Dec 2023;2023-12-29;23070303;23062302
500538;4130.00;5100;Outside counsel - privacy and compliance;2023-12-29;59497116;11194139
500557;3820.00;4200;Asset transport and handling;2024-01-01;63336966;23062301
500580;8882.76;3100;Institutional partner travel - Jan 2024;2024-01-01;64166280;23062301
500584;9320.00;5100;Legal services - transaction framework;2024-01-01;59497116;64166280
500649;390.00;2120;Cloud infrastructure - Jan 2024;2024-01-01;10945904;23062301
500555;2050.00;2120;Cloud infrastructure - Jan 2024;2024-01-02;26887263;23121126
500591;7300.00;4200;Insured storage services - Jan 2024;2024-01-02;63336966;23121126
500589;5481.94;4200;High-value shipment insurance;2024-01-03;63336966;11194139
500634;7970.33;5100;Legal services - supplier agreement;2024-01-03;59497116;23062302
500631;1100.00;2120;Software licenses - Engineering;2024-01-04;37959476;63336966
500609;4640.00;7200;Digital campaign services - Jan 2024;2024-01-05;33087235;23062301
500598;1540.00;4200;Insured storage services - Jan 2024;2024-01-09;63336966;23070303
500614;9690.00;2120;AWS Jan 2024;2024-01-09;10945904;23121126
500552;11950.00;4200;High-value shipment insurance;2024-01-10;63336966;23062302
500562;2950.00;5100;Legal services - supplier agreement;2024-01-10;59497116;23070303
500567;600.00;2120;Software licenses - Engineering;2024-01-10;90903063;23062302
500600;875.03;6200;New hire equipment and onboarding;2024-01-10;33098996;59497116
500573;3120.00;2120;Cloud infrastructure - Jan 2024;2024-01-12;69733054;63336966
500582;1090.00;2300;Access monitoring and security tooling;2024-01-12;26887263;23121126
500599;2169.86;6110;Finance and reconciliation services;2024-01-12;23121126;23062301
500578;21621.17;5100;Legal services - transaction framework;2024-01-14;59497116;23121126
500551;2740.00;7100;Temporary client support coverage;2024-01-15;79784072;23070303
500563;4760.00;7200;Digital campaign services - Jan 2024;2024-01-15;11194139;23070303
500620;1570.00;2120;Cloud infrastructure - Jan 2024;2024-01-15;10945904;23070303
500621;3761.22;4200;Insured storage services - Jan 2024;2024-01-15;60706330;26887263
500571;3960.00;2300;Access monitoring and security tooling;2024-01-17;84921849;23121126
500623;2394.12;2120;Cloud infrastructure - Jan 2024;2024-01-17;69733054;63336966
500586;1130.00;4200;High-value shipment insurance;2024-01-18;60706330;23070303
500636;810.00;2120;Cloud infrastructure - Jan 2024;2024-01-18;26887263;23062302
500570;9620.00;6200;Recruiting agency services;2024-01-19;33098996;23062301
500583;3394.23;6200;Recruiting agency services;2024-01-19;33098996;60706330
500601;2194.74;6200;Office and workplace services;2024-01-22;33098996;23062301
500618;990.98;6200;New hire equipment and onboarding;2024-01-22;21097316;60706330
500650;1157.04;7100;Temporary client support coverage;2024-01-22;79784072;60706330
500569;4725.06;4200;High-value shipment insurance;2024-01-23;63336966;23062301
500603;2800.00;2120;Cloud infrastructure - Jan 2024;2024-01-23;10945904;11194139
500627;590.00;6200;Employee onboarding - Jan 2024;2024-01-23;21097316;32845340
500635;4643.26;6110;Finance and reconciliation services;2024-01-23;48499646;23062302
500548;6334.79;6200;Recruiting agency services;2024-01-24;33098996;23121126
500575;330.49;2120;Software licenses - Engineering;2024-01-24;22619675;23062302
500610;2010.00;6110;Finance and reconciliation services;2024-01-24;48499646;60706330
500585;18272.61;4200;Insured storage services - Jan 2024;2024-01-25;63336966;23062301
500616;14582.71;6200;Recruiting agency services;2024-01-25;33098996;23070303
500604;210.00;2120;Software licenses - Engineering;2024-01-26;69733054;23062301
500549;780.00;7100;Temporary client support coverage;2024-01-29;95209691;23062302
500559;1700.00;2120;Cloud infrastructure - Jan 2024;2024-01-29;22619675;21097316
500588;1870.82;2120;Cloud infrastructure - Jan 2024;2024-01-29;90903063;23121126
500619;960.00;3100;Seller partnership travel - Jan 2024;2024-01-29;64166280;23062302
500556;1940.00;5100;Legal services - transaction framework;2024-01-30;59497116;23062301
500576;14050.00;2300;Access monitoring and security tooling;2024-01-30;84921849;23121126
500624;2130.00;6200;New hire equipment and onboarding;2024-01-31;33098996;23121126
500574;4820.00;6200;Recruiting agency services;2024-02-01;21097316;23062301
500590;691.30;6110;Finance and reconciliation services;2024-02-02;23121126;23062301
500606;15030.00;5100;Legal services - transaction framework;2024-02-02;59497116;23121126
500608;610.00;3100;Institutional partner travel - Feb 2024;2024-02-02;45672962;23070303
500625;505.81;2120;Cloud infrastructure - Feb 2024;2024-02-02;37959476;23062302
500638;2250.00;6110;Finance and reconciliation services;2024-02-04;48499646;23121126
500564;6580.00;6200;Recruiting agency services;2024-02-05;33098996;23070303
500565;6330.00;4200;Insured storage services - Feb 2024;2024-02-05;60706330;23062301
500643;13130.00;7200;Digital campaign services - Feb 2024;2024-02-05;88376361;63336966
500560;7490.00;4200;Insured storage services - Feb 2024;2024-02-06;63336966;32845340
500597;2200.00;7200;Digital campaign services - Feb 2024;2024-02-06;23070303;23121126
500640;183.00;2120;Software licenses - Engineering;2024-02-06;72738553;23121126
500566;150.00;2120;Software licenses - Engineering;2024-02-07;63322433;23062301
500642;7600.00;4200;Insured storage services - Feb 2024;2024-02-07;60706330;32845340
500553;1670.00;6110;Finance and reconciliation services;2024-02-09;48499646;11194139
500577;710.00;7100;Temporary client support coverage;2024-02-09;11194139;21097316
500595;6800.00;7100;Client support platform - Feb 2024;2024-02-09;11194139;60706330
500628;2053.17;7100;Temporary client support coverage;2024-02-09;79784072;23062302
500646;1080.00;7100;Client support platform - Feb 2024;2024-02-09;11194139;23070303
500615;1030.00;7100;Temporary client support coverage;2024-02-12;79784072;26887263
500593;960.00;7100;Temporary client support coverage;2024-02-13;11194139;23062301
500611;9660.00;4200;Insured storage services - Feb 2024;2024-02-13;63336966;23070303
500641;380.00;2120;Software licenses - Engineering;2024-02-13;66409136;23062301
500587;16500.00;5100;Legal services - transaction framework;2024-02-14;59497116;23070303
500644;5660.00;6200;Recruiting agency services;2024-02-14;21097316;23121126
500558;3556.93;3100;Seller partnership travel - Feb 2024;2024-02-15;64166280;23121126
500572;250.00;2120;Software licenses - Engineering;2024-02-15;63322433;63336966
500633;4580.00;4200;Secure custody transfer;2024-02-15;60706330;64166280
500632;40890.00;5100;Legal services - supplier agreement;2024-02-16;59497116;23062301
500596;710.26;2120;Cloud infrastructure - Feb 2024;2024-02-17;90903063;59497116
500561;5870.00;7200;Digital campaign services - Feb 2024;2024-02-19;88376361;23121126
500568;4090.00;6200;Recruitment services - Feb 2024;2024-02-19;33098996;23062301
500613;600.00;7100;Temporary client support coverage;2024-02-20;95209691;21097316
500547;1180.00;6110;Finance and reconciliation services;2024-02-21;48499646;23121126
500602;1230.00;7100;Temporary client support coverage;2024-02-21;11194139;23121126
500637;985.53;6110;Finance and reconciliation services;2024-02-21;48499646;63336966
500546;1280.00;6200;Recruitment services - Feb 2024;2024-02-22;33098996;26887263
500550;2845.69;7100;Temporary client support coverage;2024-02-22;95209691;23062301
500626;3097.48;3100;Seller partnership travel - Feb 2024;2024-02-22;64166280;26887263
500639;7210.00;4200;High-value shipment insurance;2024-02-22;63336966;23070303
500647;4460.00;5100;Legal services - platform terms;2024-02-22;59497116;32845340
500594;1430.00;2120;Software licenses - Engineering;2024-02-23;37959476;32845340
500648;680.40;6200;Recruitment services - Feb 2024;2024-02-23;21097316;23121126
500617;850.00;6200;Office and workplace services;2024-02-25;33098996;23121126
500612;4530.00;7200;Paid media campaign - Feb 2024;2024-02-26;23070303;11194139
500645;8130.00;4200;Insured storage services - Feb 2024;2024-02-26;60706330;21097316
500579;1380.00;7200;Digital campaign services - Feb 2024;2024-02-27;23070303;23121126
500581;8010.00;6200;Recruiting agency services;2024-02-27;21097316;23070303
500592;390.00;4200;Secure custody transfer;2024-02-27;60706330;23062302
500605;1600.00;2120;Cloud infrastructure - Feb 2024;2024-02-27;84921849;23121126
500622;532.06;3100;Seller partnership travel - Feb 2024;2024-02-27;64166280;32845340
500554;1608.54;2120;Cloud infrastructure - Feb 2024;2024-02-29;37959476;23121126
500607;5400.00;5100;Legal services - corporate matters;2024-02-29;59497116;23070303
500629;7120.00;4200;Secure custody transfer;2024-02-29;63336966;23070303
500630;1710.00;7100;Temporary client support coverage;2024-02-29;11194139;23062301
500657;7850.00;5100;Legal services - asset custody;2024-03-01;59497116;23062301
500709;20540.00;5100;Legal services - platform terms;2024-03-01;59497116;60706330
500697;3420.00;4110;Seller provenance review;2024-03-03;47132966;32845340
500651;1370.00;3100;Institutional partner travel - Mar 2024;2024-03-04;64166280;23121126
500658;380.00;2120;Cloud infrastructure - Mar 2024;2024-03-04;63322433;23062301
500704;3161.91;2120;Cloud infrastructure - Mar 2024;2024-03-04;90903063;23062301
500726;2638.86;2120;Cloud infrastructure - Mar 2024;2024-03-05;90903063;23062301
500654;970.00;4110;Provenance research services;2024-03-06;47132966;21097316
500670;1720.00;4120;Independent appraisal services;2024-03-06;23062301;21097316
500684;2909.04;4200;High-value shipment insurance;2024-03-06;63336966;21097316
500655;4710.00;4200;Insured storage services - Mar 2024;2024-03-07;60706330;23070303
500692;850.00;6200;Office and workplace services;2024-03-07;21097316;23121126
500687;4760.00;7200;Digital campaign services - Mar 2024;2024-03-08;88376361;23062302
500699;10110.00;5100;Legal services - asset custody;2024-03-08;59497116;23062301
500710;210.00;2120;Software licenses - Engineering;2024-03-08;37959476;21097316
500746;2300.00;2120;Cloud infrastructure - Mar 2024;2024-03-08;10945904;32845340
500747;1697.74;5200;Due diligence and compliance services;2024-03-08;59497116;23062301
500755;2190.68;2120;Cloud infrastructure - Mar 2024;2024-03-08;66409136;23070303
500759;896.88;5100;Legal services - commercial terms;2024-03-08;35242525;11194139
500659;4070.00;7100;Temporary client support coverage;2024-03-11;95209691;21097316
500661;3660.00;5200;Due diligence and compliance services;2024-03-11;90543121;60706330
500706;1200.00;6200;Office and workplace services;2024-03-11;21097316;23121126
500719;9040.00;2120;Cloud infrastructure - Mar 2024;2024-03-11;26887263;23070303
500674;530.00;2120;Software licenses - Engineering;2024-03-13;22619675;35242525
500696;3860.00;5200;Due diligence and compliance services;2024-03-13;90543121;23062302
500741;16496.42;6120;Payment reconciliation tooling;2024-03-13;37959476;26887263
500685;710.00;2120;Cloud infrastructure - Mar 2024;2024-03-14;72738553;23062301
500721;2975.73;6120;Payment reconciliation tooling;2024-03-14;37959476;23121126
500676;7885.45;5100;Legal services - commercial terms;2024-03-15;35242525;23070303
500718;944.01;3100;Institutional partner travel - Mar 2024;2024-03-15;63336966;23121126
500737;2000.00;4120;Independent appraisal services;2024-03-15;23062301;23070303
500701;6483.81;4200;Insured storage services - Mar 2024;2024-03-17;63336966;23121126
500678;330.00;2120;Software licenses - Engineering;2024-03-18;90903063;23062302
500693;1510.00;4200;Secure custody transfer;2024-03-18;63336966;11194139
500736;2590.00;4200;Secure custody transfer;2024-03-18;60706330;35242525
500711;3680.00;6120;Payment reconciliation tooling;2024-03-19;87658927;23121126
500738;2000.00;2120;AWS Mar 2024;2024-03-19;84921849;23070303
500750;2455.12;6200;Recruiting agency services;2024-03-19;21097316;23062302
500752;2597.10;5100;Legal services - commercial terms;2024-03-19;59497116;23121126
500756;2748.65;4120;Independent appraisal services;2024-03-19;23062301;NULL
500712;1200.00;6200;Office and workplace services;2024-03-20;31739933;64166280
500740;3089.48;4110;Seller provenance review;2024-03-20;47132966;23062301
500749;4370.00;5200;Due diligence and compliance services;2024-03-20;75941901;64166280
500656;4490.00;6110;Finance and reconciliation services;2024-03-21;23121126;64166280
500672;930.00;3100;Seller partnership travel - Mar 2024;2024-03-21;64166280;21097316
500675;3710.00;6120;Payment reconciliation tooling;2024-03-21;87658927;23062302
500745;1570.00;2120;Cloud infrastructure - Mar 2024;2024-03-21;22619675;23070303
500660;1430.00;3100;Seller partnership travel - Mar 2024;2024-03-22;64166280;60706330
500681;24670.00;4200;High-value shipment insurance;2024-03-22;63336966;23121126
500703;6810.00;4110;Seller provenance review;2024-03-22;47132966;59497116
500715;11860.00;5200;Due diligence and compliance services;2024-03-22;90543121;64166280
500724;2560.00;6120;Payment reconciliation tooling;2024-03-22;87658927;23062301
500663;2581.03;6110;Finance and reconciliation services;2024-03-23;48499646;23062301
500668;3140.00;4110;Seller provenance review;2024-03-25;47132966;23062301
500669;3980.00;4200;Asset transport and handling;2024-03-25;60706330;23121126
500666;1281.69;4110;Seller provenance review;2024-03-26;47132966;23121126
500690;1390.00;4200;Secure custody transfer;2024-03-26;60706330;23062301
500725;5527.82;4200;Insured storage services - Mar 2024;2024-03-26;63336966;64166280
500653;1282.92;7100;Temporary client support coverage;2024-03-27;95209691;35242525
500677;2530.00;2120;Cloud infrastructure - Mar 2024;2024-03-27;66409136;63336966
500698;4338.53;4120;Independent appraisal services;2024-03-27;60706330;23062301
500720;21980.00;5100;Outside counsel - platform terms;2024-03-27;35242525;32845340
500728;1290.00;3100;Seller partnership travel - Mar 2024;2024-03-27;23062301;60706330
500713;1840.77;6200;Office and workplace services;2024-03-28;21097316;23062301
500727;180.00;2120;Software licenses - Engineering;2024-03-28;72738553;21097316
500760;790.00;6110;Accounting support - Mar 2024;2024-03-28;48499646;26887263
500714;11335.01;4200;Secure custody transfer;2024-03-29;60706330;64166280
500717;4780.00;4200;Secure custody transfer;2024-03-29;63336966;23062301
500730;2020.00;4120;Independent appraisal services;2024-03-31;60706330;11194139
500742;2080.00;5200;Due diligence and compliance services;2024-04-01;90543121;23121126
500686;2499.05;4200;Insured storage services - Apr 2024;2024-04-03;60706330;23062301
500702;3065.21;5200;Due diligence and compliance services;2024-04-03;59497116;23121126
500708;380.00;2120;Software licenses - Engineering;2024-04-03;37959476;23121126
500735;801.78;6120;Payment reconciliation tooling;2024-04-03;23121126;23070303
500662;2750.00;3100;Seller partnership travel - Apr 2024;2024-04-04;63336966;60706330
500739;4010.00;4110;Seller provenance review;2024-04-04;47132966;23062301
500683;929.82;2120;Cloud infrastructure - Apr 2024;2024-04-05;10945904;23121126
500748;1177.31;6110;Finance and reconciliation services;2024-04-07;48499646;23070303
500664;7090.00;5100;Legal services - commercial terms;2024-04-08;35242525;23121126
500689;4376.93;5100;Legal services - privacy and compliance;2024-04-08;35242525;23062301
500751;3750.00;6200;Recruiting agency services;2024-04-09;31739933;23070303
500667;20480.00;7200;Digital campaign services - Apr 2024;2024-04-10;11194139;23121126
500673;2310.00;3100;Seller partnership travel - Apr 2024;2024-04-10;45672962;23062302
500694;2160.00;4200;Secure custody transfer;2024-04-10;60706330;23121126
500716;1200.00;7100;Temporary client support coverage;2024-04-10;79784072;23062301
500729;400.00;2120;Software licenses - Engineering;2024-04-10;84921849;35242525
500758;2410.00;7100;Temporary client support coverage;2024-04-10;95209691;23062301
500688;5513.45;5200;Due diligence and compliance services;2024-04-11;75941901;60706330
500733;15030.00;5100;Legal services - transaction framework;2024-04-11;59497116;23121126
500682;3790.00;4120;Independent appraisal services;2024-04-12;60706330;23070303
500691;730.00;6200;Office and workplace services;2024-04-12;33098996;23121126
500731;13920.00;4200;Secure custody transfer;2024-04-12;60706330;21097316
500753;1720.00;7100;Temporary client support coverage;2024-04-12;95209691;32845340
500700;3072.71;7200;Digital campaign services - Apr 2024;2024-04-14;33087235;23062301
500665;700.00;3100;Seller partnership travel - Apr 2024;2024-04-15;10580306;23070303
500680;1864.09;6200;Office and workplace services;2024-04-15;31739933;11194139
500722;990.00;7100;Client support platform - Apr 2024;2024-04-15;79784072;64166280
500744;6172.87;5200;Due diligence and compliance services;2024-04-15;35242525;23121126
500734;4500.00;4200;Secure custody transfer;2024-04-16;60706330;32845340
500707;3270.00;4200;High-value shipment insurance;2024-04-17;60706330;64166280
500723;798.52;3100;Seller partnership travel - Apr 2024;2024-04-17;23062301;64166280
500732;1850.00;6200;Office and workplace services;2024-04-17;33098996;23121126
500743;785.20;2120;Software licenses - Engineering;2024-04-17;69733054;26887263
500695;3581.66;4200;Insured storage services - Apr 2024;2024-04-18;63336966;23062302
500671;2290.00;7100;Temporary client support coverage;2024-04-19;79784072;23121126
500679;1040.42;6200;Workplace supplies - Apr 2024;2024-04-19;31739933;23070303
500705;320.00;2120;Software licenses - Engineering;2024-04-19;26887263;59497116
500754;1280.00;4200;Secure custody transfer;2024-04-19;63336966;23062302
500757;3100.00;4200;Secure custody transfer;2024-04-19;63336966;32845340
500652;335.51;3100;Seller partnership travel - Apr 2024;2024-04-20;45672962;23121126
500768;1559.91;2120;Cloud infrastructure - Apr 2024;2024-04-21;37959476;11194139
500761;5180.00;6120;Payment reconciliation tooling;2024-04-22;23121126;23062302
500779;8012.68;5200;Due diligence and compliance services;2024-04-22;90543121;23062301
500785;1228.35;4200;Secure custody transfer;2024-04-22;67723916;23070303
500769;5040.00;5200;Due diligence and compliance services;2024-04-23;59497116;26887263
500762;1860.00;6120;Payment reconciliation tooling;2024-04-24;87658927;23070303
500782;2120.00;4200;Secure custody transfer;2024-04-24;63336966;59497116
500764;57456.72;5100;Legal services - ongoing disputes;2024-04-25;35242525;NULL
500766;6361.98;5100;Legal services - custody rights;2024-04-25;59497116;23070303
500774;1151.78;6120;Payment reconciliation tooling;2024-04-25;87658927;21097316
500777;1780.00;3100;Seller partnership travel - Apr 2024;2024-04-25;45672962;23121126
500783;1370.00;2120;Cloud infrastructure - Apr 2024;2024-04-25;10945904;23121126
